AU,FT_drone_s,LAANC_latency_ms,MSD,MS_s,NMR,PE,RID_CR,RTF,TTC_mean_s,TTC_median_s,TTC_p5_s,TTC_p95_s,VCU_handoff_rate,VCU_mean_occupancy,geofence_violations,method,n_agents,peak_memory_mb,scenario,seed,tick_p50_ms,tick_p95_ms,tick_p99_ms
1.0,20277.0,99.71706749975348,1.4857589292074973,172.0,2.847571189279732e-06,0.9738251695662111,1.0,212.75167833877185,24.64030892107578,22.853017149576928,0.0,52.20301961510547,0.67,50.0,0.0,sdacs_hybrid,200,nan,08_stress_high_density,0,5.2451054999949065,13.344982550037818,15.835072219998663
1.0,20420.0,101.01287593243404,1.124413891643573,179.0,3.015075376884422e-06,0.9720869269902317,1.0,205.22982722059749,22.505900151398635,17.386917331158887,0.0,57.323201817319465,0.6733333333333333,50.0,0.0,sdacs_hybrid,200,nan,08_stress_high_density,1,5.311341499975697,13.024659550032425,16.100325029971714
1.0,20691.0,99.93916724834206,1.397938804127979,180.0,2.512562814070352e-06,0.9786631607599872,1.0,202.157110847497,25.447688080587415,21.99204799024367,0.0,55.17141674171332,0.6666666666666666,50.0,0.0,sdacs_hybrid,200,nan,08_stress_high_density,2,5.375417999971432,14.624129249992283,16.809176039961358
1.0,20239.0,99.10247584162505,1.9223365381124375,179.0,4.690117252931323e-06,0.9774187423603187,1.0,214.59041504801698,22.384166713238585,19.374276821629355,0.0,55.82999788673591,0.6766666666666666,50.0,0.0,sdacs_hybrid,200,nan,08_stress_high_density,3,5.1541739999834135,11.615825450007845,15.117251289959759
1.0,20709.0,99.83238847948319,1.5621780396182596,187.0,3.852596314907873e-06,0.9741948769558946,1.0,195.74908085725878,23.83275219622471,19.083260257587995,0.0,55.919244734178044,0.6766666666666666,50.0,0.0,sdacs_hybrid,200,nan,08_stress_high_density,4,5.203929999993306,13.268300249964685,18.604211769963396
0.19931666666666667,59718.0,nan,0.8927712901426335,300.0,4.020100502512563e-06,0.7744301725534822,0.0,19.782097466477357,nan,nan,nan,nan,nan,nan,0.0,vo,200,nan,08_stress_high_density,0,255.75940199996694,288.1830752999859,359.7810136799878
0.19333333333333333,60000.0,nan,0.556776352590056,300.0,4.522613065326633e-06,0.7692007174736005,0.0,19.86438584314599,nan,nan,nan,nan,nan,nan,0.0,vo,200,nan,08_stress_high_density,1,263.4893649999981,300.23453960001234,365.5098944400103
0.19588333333333333,59711.0,nan,1.5212686320638056,300.0,5.695142378559464e-06,0.7874005098178557,0.0,19.948481980037585,nan,nan,nan,nan,nan,nan,0.0,vo,200,nan,08_stress_high_density,2,255.42909099999633,300.5090692500403,350.04729763000114
0.20333333333333334,60000.0,nan,1.597264362868135,300.0,4.020100502512563e-06,0.7641792410295127,0.0,19.90533158196149,nan,nan,nan,nan,nan,nan,0.0,vo,200,nan,08_stress_high_density,3,257.422159999976,285.6778214999707,297.3792868399772
0.2588166666666667,59706.0,nan,1.1781125741367706,300.0,4.187604690117253e-06,0.7195808161601467,0.0,19.965110854315466,nan,nan,nan,nan,nan,nan,0.0,vo,200,nan,08_stress_high_density,4,184.35398600001918,279.02675560003445,294.93593356
0.26075,3049.0,nan,8.289651127481754,126.0,0.0,1.0,0.0,19424.44589824179,nan,nan,nan,nan,nan,nan,0.0,cbs,40,nan,09_stress_failure_cascade,0,0.0010800000040944724,0.0284509999914917,0.04504100002122868
0.27325000000000005,3199.0,nan,7.563969118167134,115.0,0.0,1.0,0.0,24865.77042689077,nan,nan,nan,nan,nan,nan,0.0,cbs,40,nan,09_stress_failure_cascade,1,0.0010499999802959792,0.02748100001781495,0.041869999961363646
