scenario,method,seed,NMR,MSD,PE,MS_s,FT_drone_s,AU,RID_CR,RTF
02_dense_intersection,sdacs_hybrid,18,0.0,10.182195367235467,1.0,126.0,1238.0,0.3265625,1.0,76689.19944574356
02_dense_intersection,sdacs_hybrid,19,0.0,16.304338460072827,1.0,120.0,1150.0,0.30364583333333334,1.0,82093.99899829364
02_dense_intersection,sdacs_hybrid,2,0.0,5.1438354006895,1.0,109.0,1123.0,0.29661458333333335,1.0,87304.18853077735
02_dense_intersection,sdacs_hybrid,20,0.0,9.440801004463653,1.0,126.0,1064.0,0.28125,1.0,89170.33689004966
02_dense_intersection,sdacs_hybrid,21,0.0,15.149542039775605,1.0,115.0,1140.0,0.30104166666666665,1.0,52525.23837710486
02_dense_intersection,sdacs_hybrid,22,0.0,15.309638539192752,1.0,107.0,1036.0,0.27395833333333336,1.0,89333.83757699288
02_dense_intersection,sdacs_hybrid,23,0.0,15.48953043058531,1.0,131.0,1075.0,0.28411458333333334,1.0,87508.8101279258
02_dense_intersection,sdacs_hybrid,24,0.0,8.033006169547525,1.0,129.0,1291.0,0.34036458333333336,1.0,72557.15917203888
02_dense_intersection,sdacs_hybrid,25,0.0,10.556884958071059,1.0,127.0,1255.0,0.33098958333333334,1.0,34578.68466056168
02_dense_intersection,sdacs_hybrid,26,0.0,16.37488509705463,1.0,113.0,1124.0,0.296875,1.0,84704.2480592407
02_dense_intersection,sdacs_hybrid,27,0.0,7.37199855523624,1.0,123.0,1342.0,0.3536458333333333,1.0,29092.005771483775
02_dense_intersection,sdacs_hybrid,28,3.472222222222222e-05,4.6588101147201195,1.0,130.0,1466.0,0.3859375,1.0,69802.992690252
02_dense_intersection,sdacs_hybrid,29,0.0,9.130851358635374,1.0,131.0,1239.0,0.3268229166666667,1.0,76225.78203747177
02_dense_intersection,sdacs_hybrid,3,3.472222222222222e-05,4.502276269306631,1.0,109.0,1310.0,0.3453125,1.0,33357.693715132424
02_dense_intersection,sdacs_hybrid,4,0.0,10.08891861521117,1.0,98.0,1099.0,0.2903645833333333,1.0,86664.43746683464
02_dense_intersection,sdacs_hybrid,5,0.0,15.204610505473589,1.0,109.0,1276.0,0.33645833333333336,1.0,32837.864685755834
02_dense_intersection,sdacs_hybrid,6,0.0,19.74252030610091,1.0,137.0,1373.0,0.36171875,1.0,73898.88353783544
02_dense_intersection,sdacs_hybrid,7,0.0,11.96432518917187,1.0,118.0,1291.0,0.34036458333333336,1.0,76380.77343148216
02_dense_intersection,sdacs_hybrid,8,0.0,13.785205807313785,0.9999999999999999,128.0,1172.0,0.309375,1.0,73730.81616095424
02_dense_intersection,sdacs_hybrid,9,0.0,14.219053587929452,1.0,119.0,1307.0,0.34453125,1.0,33494.034921954866
02_dense_intersection,vo,0,0.0,12.816576041121154,0.8867678965245049,240.0,1564.0,0.4109375,0.0,811.2960179059913
02_dense_intersection,vo,1,0.0,13.32456596665222,0.9201902354739449,144.0,1424.0,0.375,0.0,1680.2289026247227
02_dense_intersection,vo,10,0.0,20.12592307526896,0.8945911507798683,240.0,1533.0,0.403125,0.0,1707.729533241023
02_dense_intersection,vo,11,3.472222222222222e-05,4.805019357314581,0.901375818771825,145.0,1386.0,0.3651041666666667,0.0,1849.1142353737941
02_dense_intersection,vo,12,0.0,12.29770362518181,0.9258908099943366,240.0,1618.0,0.42526041666666664,0.0,1297.914248558016
02_dense_intersection,vo,13,0.0,12.737316050878981,0.9279392912639246,240.0,1488.0,0.39140625,0.0,1373.1809700552603
02_dense_intersection,vo,14,0.0,27.334345382431522,0.9505878892658548,122.0,1441.0,0.37942708333333336,0.0,1280.5566836013086
