scenario,method,seed,NMR,MSD,PE,MS_s,FT_drone_s,AU,RID_CR,RTF
02_dense_intersection,vo,15,0.0,12.230798447510118,0.9315192052182797,240.0,1524.0,0.40078125,0.0,1707.8803091865136
02_dense_intersection,vo,16,0.0,13.705506215179692,0.8916889031821607,240.0,1498.0,0.39401041666666664,0.0,876.1539042747454
02_dense_intersection,vo,17,0.0,14.760959304192678,0.9199693267163095,240.0,1515.0,0.3984375,0.0,1704.2423463297637
02_dense_intersection,vo,18,0.0,15.90400684972114,0.9073817934201827,240.0,1562.0,0.41067708333333336,0.0,909.2746411196598
02_dense_intersection,vo,19,0.0,11.088738789098274,0.8643244417329464,240.0,1615.0,0.42421875,0.0,1619.0924242189358
02_dense_intersection,vo,2,0.0,23.171228077868832,0.9406917341613021,114.0,1285.0,0.33880208333333334,0.0,1893.8786708569442
02_dense_intersection,vo,20,0.0,37.48684356531804,0.8935060712582521,240.0,1492.0,0.3921875,0.0,1329.67078470377
02_dense_intersection,vo,21,0.0,10.271232604094607,0.9151655376666223,151.0,1427.0,0.37578125,0.0,989.9802367763376
02_dense_intersection,vo,22,0.0,16.10823095369677,0.8795950110141854,240.0,1461.0,0.3841145833333333,0.0,1792.358240313401
02_dense_intersection,vo,23,0.0,21.437901369433234,0.9271138873821334,240.0,1325.0,0.3489583333333333,0.0,1926.5641740411652
02_dense_intersection,vo,24,0.0,20.587018458791047,0.8893985580670383,240.0,1753.0,0.46015625,0.0,720.6515165339291
02_dense_intersection,vo,25,0.0,35.20312308816347,0.9263731589385078,240.0,1524.0,0.40078125,0.0,1282.1923848582499
02_dense_intersection,vo,26,0.0,34.8877872159645,0.9023415761317093,240.0,1546.0,0.40625,0.0,1351.0954267943162
02_dense_intersection,vo,27,0.0,10.38733135084132,0.8862194211776121,240.0,1856.0,0.48671875,0.0,1360.9923807507807
02_dense_intersection,vo,28,0.0,12.86421700439343,0.9368867696682341,139.0,1700.0,0.446875,0.0,1493.8739869126275
02_dense_intersection,vo,29,0.0,13.562595192909397,0.8546809310109145,240.0,1926.0,0.5046875,0.0,672.4520706982105
02_dense_intersection,vo,3,0.0,7.237760854621097,0.8943976556621231,240.0,1754.0,0.46041666666666664,0.0,1158.9680011926173
02_dense_intersection,vo,4,0.0,9.727360796000811,0.8606517298590839,240.0,1437.0,0.378125,0.0,1800.2610243476938
02_dense_intersection,vo,5,0.0,13.57800769367968,0.8914457123298171,240.0,1743.0,0.45755208333333336,0.0,846.4780230904671
02_dense_intersection,vo,6,0.0,13.623519802560997,0.9414568295897221,240.0,1632.0,0.42890625,0.0,1602.4562663327554
02_dense_intersection,vo,7,0.0,10.622970018972907,0.8705749123740214,240.0,1837.0,0.48203125,0.0,1411.595771082475
02_dense_intersection,vo,8,0.0,28.27960796514183,0.9286912867401551,240.0,1420.0,0.3736979166666667,0.0,812.9181005034909
02_dense_intersection,vo,9,0.0,16.97011759609711,0.8941453056075266,240.0,1749.0,0.4591145833333333,0.0,705.510528142387
03_emergency_landing,cbs,0,0.0,34.118832686439816,1.0,77.0,438.0,0.31527777777777777,0.0,194467.40239739302
03_emergency_landing,cbs,1,0.0,21.895895877069346,1.0,70.0,407.0,0.29375,0.0,196210.0930735749
03_emergency_landing,cbs,10,0.0,27.611220406504803,1.0,74.0,474.0,0.3402777777777778,0.0,143252.6794266291
03_emergency_landing,cbs,11,0.0,15.361765118934702,0.9999999999999999,77.0,385.0,0.27847222222222223,0.0,209730.56612581504
03_emergency_landing,cbs,12,0.0,45.650697930058875,1.0,81.0,450.0,0.3236111111111111,0.0,27695.239126051096
03_emergency_landing,cbs,13,0.0,19.076222314557565,1.0,73.0,448.0,0.32222222222222224,0.0,181347.4112460338
03_emergency_landing,cbs,14,0.0,26.45119802738444,1.0,67.0,365.0,0.26458333333333334,0.0,224449.81739095584
03_emergency_landing,cbs,15,0.0,18.853813507821986,1.0,73.0,439.0,0.3159722222222222,0.0,18962.4565482803
03_emergency_landing,cbs,16,0.0,17.213643498082906,1.0,68.0,340.0,0.24722222222222223,0.0,245345.92406516476
03_emergency_landing,cbs,17,0.0,14.440176060670952,1.0,86.0,426.0,0.30694444444444446,0.0,199936.02044258575
03_emergency_landing,cbs,18,0.0,48.1826171698227,1.0,83.0,399.0,0.2881944444444444,0.0,210911.63038964334
03_emergency_landing,cbs,19,0.0,45.80124860286959,1.0,79.0,393.0,0.28402777777777777,0.0,212647.81972655893
03_emergency_landing,cbs,2,0.0,25.205622261967505,1.0,71.0,370.0,0.26805555555555555,0.0,220741.8890014747
03_emergency_landing,cbs,20,0.0,14.20082086195815,1.0,83.0,336.0,0.24444444444444444,0.0,231028.69375819596
03_emergency_landing,cbs,21,0.0,23.228770768534496,0.9999999999999999,75.0,397.0,0.28680555555555554,0.0,214793.5475992837
03_emergency_landing,cbs,22,0.0,9.827032312776588,1.0,70.0,331.0,0.24097222222222223,0.0,233761.67998437438
03_emergency_landing,cbs,23,0.0,28.54075729580962,1.0,57.0,277.0,0.20347222222222222,0.0,269134.32944201486
03_emergency_landing,cbs,24,0.0,12.681394722454852,1.0,85.0,377.0,0.27291666666666664,0.0,223109.97959103007
03_emergency_landing,cbs,25,0.0,21.990330015179712,1.0,80.0,412.0,0.2972222222222222,0.0,208862.25770736617
03_emergency_landing,cbs,26,0.0,14.924324558152657,1.0,62.0,384.0,0.2777777777777778,0.0,217270.07392530047
03_emergency_landing,cbs,27,0.0,9.251795952317929,1.0,81.0,460.0,0.33055555555555555,0.0,177561.37211088723
03_emergency_landing,cbs,28,0.0,29.40737969551079,1.0,86.0,499.0,0.3576388888888889,0.0,26754.278009840786
03_emergency_landing,cbs,29,0.0,24.656062542427144,1.0,86.0,437.0,0.3145833333333333,0.0,184478.20851363792
03_emergency_landing,cbs,3,0.0,18.339446261598198,1.0,68.0,400.0,0.28888888888888886,0.0,205195.0834828019
03_emergency_landing,cbs,4,0.0,15.649203086248297,1.0,64.0,435.0,0.31319444444444444,0.0,198437.4155761852
03_emergency_landing,cbs,5,0.0,11.133202993593185,1.0,69.0,482.0,0.3458333333333333,0.0,173355.12471157187
03_emergency_landing,cbs,6,0.0,28.272462746284674,1.0,90.0,466.0,0.3347222222222222,0.0,181792.47377090028
03_emergency_landing,cbs,7,0.0,21.561923848878358,1.0,78.0,413.0,0.29791666666666666,0.0,201913.69312669605
03_emergency_landing,cbs,8,0.0,31.95751269842712,1.0,68.0,345.0,0.25069444444444444,0.0,228727.68955110575
03_emergency_landing,cbs,9,0.0,24.233111623607016,1.0,78.0,420.0,0.30277777777777776,0.0,36283.54867643606
03_emergency_landing,orca,0,0.0,34.46087110440712,1.0,79.0,447.0,0.3159722222222222,0.0,154557.24931189636
03_emergency_landing,orca,1,0.0,22.718017922679635,1.0,72.0,418.0,0.29583333333333334,0.0,179099.4877739184
03_emergency_landing,orca,10,0.0,24.903101304347494,1.0,75.0,485.0,0.3423611111111111,0.0,141742.1049649845
03_emergency_landing,orca,11,0.0,14.094847037198344,1.0,79.0,394.0,0.2791666666666667,0.0,183461.73958449208
03_emergency_landing,orca,12,0.0,46.48047455976913,1.0,82.0,460.0,0.325,0.0,163305.89192033093
03_emergency_landing,orca,13,0.0,18.135307215240996,1.0,74.0,458.0,0.3236111111111111,0.0,154721.98607862552
03_emergency_landing,orca,14,0.0,26.629263380134095,1.0,69.0,376.0,0.26666666666666666,0.0,212415.19620422297
03_emergency_landing,orca,15,0.0,18.060795612125663,1.0,74.0,451.0,0.31875,0.0,178313.86409756608
03_emergency_landing,orca,16,0.0,18.242764525179567,1.0,69.0,350.0,0.24861111111111112,0.0,173981.4593782069
03_emergency_landing,orca,17,0.0,13.774897473731121,1.0,87.0,438.0,0.30972222222222223,0.0,177684.942883102
03_emergency_landing,orca,18,0.0,47.88493318767535,1.0,84.0,407.0,0.2881944444444444,0.0,185872.07043765273
03_emergency_landing,orca,19,0.0,46.108656045842,1.0,80.0,403.0,0.28541666666666665,0.0,125176.20290524073
03_emergency_landing,orca,2,0.0,24.330289474574375,0.9999999999999999,73.0,380.0,0.26944444444444443,0.0,195309.5330720222
03_emergency_landing,orca,20,0.0,14.10612117933782,1.0,84.0,346.0,0.24583333333333332,0.0,214313.7791976195
03_emergency_landing,orca,21,0.0,26.517341120794477,1.0,77.0,408.0,0.28888888888888886,0.0,194938.1071489683
03_emergency_landing,orca,22,0.0,9.729033242380615,1.0,72.0,340.0,0.24166666666666667,0.0,213246.3919748022
03_emergency_landing,orca,23,0.0,28.71998867735949,1.0,59.0,289.0,0.20625,0.0,241694.7637365246
03_emergency_landing,orca,24,0.0,11.224646374606804,1.0,86.0,387.0,0.2743055555555556,0.0,196548.82108967024
03_emergency_landing,orca,25,0.0,20.755665939272966,1.0,81.0,420.0,0.2972222222222222,0.0,181594.03240945147
03_emergency_landing,orca,26,0.0,16.29331230079522,1.0,64.0,396.0,0.28055555555555556,0.0,197518.07564662094
03_emergency_landing,orca,27,0.0,9.971676311024355,1.0,82.0,470.0,0.33194444444444443,0.0,170856.9329491403
03_emergency_landing,orca,28,0.0,29.020471676750276,1.0,87.0,510.0,0.3597222222222222,0.0,161101.21632472693
03_emergency_landing,orca,29,0.0,24.01126048573215,1.0,87.0,447.0,0.3159722222222222,0.0,173982.9728527773
03_emergency_landing,orca,3,0.0,19.51478765499459,1.0,69.0,412.0,0.2916666666666667,0.0,178328.880063287
03_emergency_landing,orca,4,0.0,15.300579104097785,1.0,65.0,444.0,0.3138888888888889,0.0,155877.62566557154
03_emergency_landing,orca,5,0.0,10.394992393975267,1.0,70.0,490.0,0.3458333333333333,0.0,146240.75941344173
03_emergency_landing,orca,6,0.0,28.132118732281324,1.0,92.0,478.0,0.3375,0.0,164236.57363419986
03_emergency_landing,orca,7,0.0,22.453055074961643,1.0,79.0,424.0,0.3,0.0,126362.96499229467
03_emergency_landing,orca,8,0.0,32.37481761027088,1.0,69.0,353.0,0.25069444444444444,0.0,203297.48521138722
03_emergency_landing,orca,9,0.0,23.99867379712177,1.0,80.0,430.0,0.30416666666666664,0.0,181528.83583007933
03_emergency_landing,sdacs_hybrid,0,0.0,34.46087110440712,1.0,79.0,447.0,0.3159722222222222,1.0,134777.95332132222
03_emergency_landing,sdacs_hybrid,1,0.0,22.718017922679635,1.0,72.0,418.0,0.29583333333333334,1.0,141020.5184663041
03_emergency_landing,sdacs_hybrid,10,0.0,24.903101304347494,1.0,75.0,485.0,0.3423611111111111,1.0,125156.09745523868
03_emergency_landing,sdacs_hybrid,11,0.0,14.094847037198344,1.0,79.0,394.0,0.2791666666666667,1.0,137731.66657253113
03_emergency_landing,sdacs_hybrid,12,0.0,46.48047455976913,1.0,82.0,460.0,0.325,1.0,131880.49867761246
03_emergency_landing,sdacs_hybrid,13,0.0,18.135307215240996,1.0,74.0,458.0,0.3236111111111111,1.0,137039.80322817093
03_emergency_landing,sdacs_hybrid,14,0.0,26.629263380134095,1.0,69.0,376.0,0.26666666666666666,1.0,142112.8549741034
03_emergency_landing,sdacs_hybrid,15,0.0,18.060795612125663,1.0,74.0,451.0,0.31875,1.0,128557.28728461605
03_emergency_landing,sdacs_hybrid,16,0.0,18.242764525179567,1.0,69.0,350.0,0.24861111111111112,1.0,141562.7425950603
03_emergency_landing,sdacs_hybrid,17,0.0,13.774897473731121,1.0,87.0,438.0,0.30972222222222223,1.0,30355.006864323357
03_emergency_landing,sdacs_hybrid,18,0.0,47.88493318767535,1.0,84.0,407.0,0.2881944444444444,1.0,141454.6091819328
03_emergency_landing,sdacs_hybrid,19,0.0,46.108656045842,1.0,80.0,403.0,0.28541666666666665,1.0,128740.90677577407
03_emergency_landing,sdacs_hybrid,2,0.0,24.330289474574375,0.9999999999999999,73.0,380.0,0.26944444444444443,1.0,150978.71953551227
03_emergency_landing,sdacs_hybrid,20,0.0,14.10612117933782,1.0,84.0,346.0,0.24583333333333332,1.0,150191.74479617583
03_emergency_landing,sdacs_hybrid,21,0.0,26.517341120794477,1.0,77.0,408.0,0.28888888888888886,1.0,139312.52365632483
03_emergency_landing,sdacs_hybrid,22,0.0,9.729033242380615,1.0,72.0,340.0,0.24166666666666667,1.0,121804.57538661144
03_emergency_landing,sdacs_hybrid,23,0.0,28.71998867735949,1.0,59.0,289.0,0.20625,1.0,170490.87164415803
03_emergency_landing,sdacs_hybrid,24,0.0,11.224646374606804,1.0,86.0,387.0,0.2743055555555556,1.0,146522.6511785326
03_emergency_landing,sdacs_hybrid,25,0.0,20.755665939272966,1.0,81.0,420.0,0.2972222222222222,1.0,128012.92645329401
03_emergency_landing,sdacs_hybrid,26,0.0,16.29331230079522,1.0,64.0,396.0,0.28055555555555556,1.0,33230.40522989204
03_emergency_landing,sdacs_hybrid,27,0.0,9.971676311024355,1.0,82.0,470.0,0.33194444444444443,1.0,130925.087594996
03_emergency_landing,sdacs_hybrid,28,0.0,29.020471676750276,1.0,87.0,510.0,0.3597222222222222,1.0,128973.27243178502
03_emergency_landing,sdacs_hybrid,29,0.0,24.01126048573215,1.0,87.0,447.0,0.3159722222222222,1.0,134558.21173789815
03_emergency_landing,sdacs_hybrid,3,0.0,19.51478765499459,1.0,69.0,412.0,0.2916666666666667,1.0,135607.41953454015
03_emergency_landing,sdacs_hybrid,4,0.0,15.300579104097785,1.0,65.0,444.0,0.3138888888888889,1.0,135163.040417503
03_emergency_landing,sdacs_hybrid,5,0.0,10.394992393975267,1.0,70.0,490.0,0.3458333333333333,1.0,123323.73920993265
03_emergency_landing,sdacs_hybrid,6,0.0,28.132118732281324,1.0,92.0,478.0,0.3375,1.0,129697.57408225902
03_emergency_landing,sdacs_hybrid,7,0.0,22.453055074961643,1.0,79.0,424.0,0.3,1.0,43515.206752783844
03_emergency_landing,sdacs_hybrid,8,0.0,32.37481761027088,1.0,69.0,353.0,0.25069444444444444,1.0,156972.45482836722
03_emergency_landing,sdacs_hybrid,9,0.0,23.99867379712177,1.0,80.0,430.0,0.30416666666666664,1.0,136020.08260311023
03_emergency_landing,vo,0,0.0,26.22240935729693,0.7718592087636255,180.0,780.0,0.5458333333333333,0.0,4165.207494220902
03_emergency_landing,vo,1,0.0,26.328157279379376,0.9203330326945205,82.0,496.0,0.35,0.0,6661.558978039553
03_emergency_landing,vo,10,0.0,19.264125383200213,0.8975652592460224,180.0,648.0,0.4548611111111111,0.0,5275.005526304421
03_emergency_landing,vo,11,0.0001984126984126984,4.531976967331982,0.8613610785376099,180.0,596.0,0.41875,0.0,2791.7918837066454
03_emergency_landing,vo,12,0.0,47.29564778705169,0.7916365714684495,180.0,705.0,0.49444444444444446,0.0,3797.4887839489797
03_emergency_landing,vo,13,0.0,20.81672459385757,0.8709786100267629,180.0,635.0,0.44583333333333336,0.0,5423.481069752786
03_emergency_landing,vo,14,0.0,26.73228172755637,0.868345978831188,90.0,507.0,0.3576388888888889,0.0,6587.035265466904
03_emergency_landing,vo,15,0.0,23.188219209460904,0.8476835517111707,180.0,717.0,0.5020833333333333,0.0,2604.0051219040297
03_emergency_landing,vo,16,0.0,24.08430607655234,0.8845102620528807,180.0,539.0,0.37916666666666665,0.0,6368.8369693189725
03_emergency_landing,vo,17,0.0,36.162725665467725,0.8634362400362592,180.0,598.0,0.4201388888888889,0.0,5639.3461441333475
03_emergency_landing,vo,18,0.0,56.953857905916315,0.8445463405725573,180.0,670.0,0.46944444444444444,0.0,2548.727961736069
03_emergency_landing,vo,19,0.0,7.052737209877862,0.8232020005201239,180.0,630.0,0.4423611111111111,0.0,5508.410700506752
03_emergency_landing,vo,2,0.0,10.431062756007307,0.8888872450941501,180.0,558.0,0.3923611111111111,0.0,3144.9411106235048
03_emergency_landing,vo,20,0.0,37.02361430680309,0.8311855760041942,180.0,598.0,0.41944444444444445,0.0,5620.853742115683
03_emergency_landing,vo,21,0.0,15.677940714298389,0.9383245075112021,115.0,498.0,0.35138888888888886,0.0,3601.8091887567184
03_emergency_landing,vo,22,0.0,19.239806317384343,0.7762967749008464,180.0,645.0,0.45208333333333334,0.0,5279.138247537789
03_emergency_landing,vo,23,0.0,37.984566105970686,0.8192052215719083,180.0,478.0,0.3368055555555556,0.0,4826.058916436264
03_emergency_landing,vo,24,0.0,25.335367642412685,0.7930458324964256,180.0,595.0,0.41805555555555557,0.0,5500.7263861829315
03_emergency_landing,vo,25,0.0,56.03420139856358,0.9284425493996211,84.0,484.0,0.3416666666666667,0.0,6539.671573302312
03_emergency_landing,vo,26,0.0,37.12987965789661,0.9695973044720546,73.0,433.0,0.30625,0.0,3603.4987811102255
03_emergency_landing,vo,27,0.0,15.501304112597447,0.849711834783941,180.0,696.0,0.48819444444444443,0.0,2592.063806244943
03_emergency_landing,vo,28,0.0,42.683356233629,0.932633359761977,180.0,640.0,0.44930555555555557,0.0,5420.740076753073
03_emergency_landing,vo,29,0.0,20.289434628995217,0.8517557822545183,180.0,699.0,0.4895833333333333,0.0,4929.6063172515
03_emergency_landing,vo,3,0.0,39.21932615626174,0.9304012735003915,105.0,484.0,0.3416666666666667,0.0,3380.921938348054
03_emergency_landing,vo,4,0.0,32.47721485777394,0.8471488793742583,180.0,670.0,0.4701388888888889,0.0,5159.918782875328
03_emergency_landing,vo,5,0.0,26.48353187289293,0.7636646777625367,180.0,907.0,0.6333333333333333,0.0,3874.5588330410883
03_emergency_landing,vo,6,0.0,26.506959293320826,0.8011093112366534,180.0,842.0,0.5881944444444445,0.0,2071.0290953937733
03_emergency_landing,vo,7,0.0,17.153100792622833,0.9160117761156346,93.0,520.0,0.36666666666666664,0.0,6650.684087500005
03_emergency_landing,vo,8,0.0,15.789433369615262,0.9218050670052407,79.0,411.0,0.29097222222222224,0.0,3932.8503385198005
03_emergency_landing,vo,9,0.0,41.167299188841,0.8410708064020017,93.0,561.0,0.3951388888888889,0.0,6003.250960480744
04_no_fly_zone,cbs,0,0.0,37.5387624626456,1.0,117.0,661.0,0.35260416666666666,0.0,171922.35698489053
04_no_fly_zone,cbs,1,0.0,23.241487526165866,0.9999999999999999,106.0,615.0,0.32864583333333336,0.0,188880.89642745713
04_no_fly_zone,cbs,10,0.0,27.574336914730996,1.0,111.0,715.0,0.3807291666666667,0.0,167456.1526324631
04_no_fly_zone,cbs,11,0.0,20.492273417884896,1.0,117.0,579.0,0.3098958333333333,0.0,196922.91536199828
04_no_fly_zone,cbs,12,0.0,51.24767758556338,1.0,122.0,677.0,0.3609375,0.0,166712.28099026968
04_no_fly_zone,cbs,13,0.0,19.876755856299127,1.0,110.0,676.0,0.36041666666666666,0.0,180730.51273684305
04_no_fly_zone,cbs,14,0.0,29.44257480845008,1.0,101.0,551.0,0.2953125,0.0,218319.55797276448
04_no_fly_zone,cbs,15,0.0,19.358090089752476,0.9999999999999999,110.0,664.0,0.3541666666666667,0.0,167912.83644461303
04_no_fly_zone,cbs,16,0.0,22.235981102906464,1.0,102.0,512.0,0.275,0.0,222993.61496017818
04_no_fly_zone,cbs,17,0.0,14.32724219131464,1.0,129.0,645.0,0.34427083333333336,0.0,183123.63134122163
04_no_fly_zone,cbs,18,0.0,53.388027090347784,1.0,125.0,602.0,0.321875,0.0,189515.37759713473
04_no_fly_zone,cbs,19,0.0,47.42982519662718,1.0,118.0,594.0,0.3177083333333333,0.0,204416.59080828135
04_no_fly_zone,cbs,2,0.0,37.497796409027636,1.0,108.0,558.0,0.2989583333333333,0.0,196406.57800104015
04_no_fly_zone,cbs,20,0.0,18.06757508269696,1.0,125.0,509.0,0.2734375,0.0,229310.46344967917
04_no_fly_zone,cbs,21,0.0,34.67930130980848,0.9999999999999998,113.0,598.0,0.31979166666666664,0.0,205631.915471832
04_no_fly_zone,cbs,22,0.0,17.924111794483075,1.0,106.0,500.0,0.26875,0.0,222796.12857408175
04_no_fly_zone,cbs,23,0.0,28.38626292851375,0.9999999999999999,87.0,422.0,0.228125,0.0,250228.0724596622
04_no_fly_zone,cbs,24,0.0,14.53137070388762,1.0,128.0,570.0,0.30520833333333336,0.0,204013.80154330088
04_no_fly_zone,cbs,25,0.0,23.4569363518231,1.0,120.0,621.0,0.33177083333333335,0.0,197899.78848138129
04_no_fly_zone,cbs,26,0.0,19.0162824907923,0.9999999999999999,94.0,582.0,0.31145833333333334,0.0,204051.61486010885
04_no_fly_zone,cbs,27,0.0,6.831939099186505,1.0,122.0,694.0,0.3697916666666667,0.0,168487.26517832346
04_no_fly_zone,cbs,28,0.0,40.16563770889017,1.0,129.0,751.0,0.39947916666666666,0.0,164343.48884203425
04_no_fly_zone,cbs,29,0.0,28.61802021380067,1.0,130.0,661.0,0.35260416666666666,0.0,145390.3974525216
04_no_fly_zone,cbs,3,0.0,24.06219342448362,1.0,102.0,604.0,0.3229166666666667,0.0,176497.97135541658
04_no_fly_zone,cbs,4,0.0,21.808213784275743,1.0,96.0,657.0,0.35052083333333334,0.0,122261.15900251406
04_no_fly_zone,cbs,5,0.0,17.890999561286446,1.0,103.0,727.0,0.38697916666666665,0.0,162993.8714350166
04_no_fly_zone,cbs,6,0.0,30.333844333399608,1.0,136.0,704.0,0.375,0.0,162081.88780999155
04_no_fly_zone,cbs,7,0.0,24.060878082522823,1.0,117.0,624.0,0.3333333333333333,0.0,181674.7688605157
04_no_fly_zone,cbs,8,0.0,40.560626610699444,1.0,102.0,519.0,0.2786458333333333,0.0,208614.02062947908
04_no_fly_zone,cbs,9,0.0,32.78677531612271,1.0,118.0,633.0,0.3380208333333333,0.0,182500.6235462732
04_no_fly_zone,orca,0,0.0,37.142385447516574,1.0,118.0,671.0,0.3536458333333333,0.0,161641.63239671232
04_no_fly_zone,orca,1,0.0,23.578889525281934,1.0,108.0,625.0,0.3296875,0.0,128798.55101046113
04_no_fly_zone,orca,10,0.0,28.86023415395494,1.0,112.0,724.0,0.38125,0.0,42654.230589181156
04_no_fly_zone,orca,11,0.0,20.156127663797403,1.0,118.0,590.0,0.31145833333333334,0.0,185591.88345806234
04_no_fly_zone,orca,12,0.0,51.13336505716881,0.9999999999999998,123.0,688.0,0.3625,0.0,138485.9332921534
04_no_fly_zone,orca,13,0.0,19.902908599139344,1.0,111.0,685.0,0.3609375,0.0,42751.03631121666
04_no_fly_zone,orca,14,0.0,28.11322972286033,1.0,103.0,563.0,0.29739583333333336,0.0,159948.07020064926
04_no_fly_zone,orca,15,0.0,19.490916229207397,0.9999999999999998,111.0,673.0,0.3546875,0.0,161814.26148585358
04_no_fly_zone,orca,16,0.0,22.058382497591715,1.0,103.0,523.0,0.2765625,0.0,206278.78231458788
04_no_fly_zone,orca,17,0.0,17.141391635696845,0.9999999999999999,130.0,654.0,0.34479166666666666,0.0,24801.333567854996
04_no_fly_zone,orca,18,0.0,52.96395855828849,1.0,126.0,612.0,0.3229166666666667,0.0,168016.9865097616
04_no_fly_zone,orca,19,0.0,47.21278392946939,1.0,120.0,604.0,0.31875,0.0,173933.58780044666
04_no_fly_zone,orca,2,0.0,35.81569136658193,1.0,109.0,570.0,0.30104166666666665,0.0,189968.40191018704
04_no_fly_zone,orca,20,0.0,18.644073574534108,1.0,126.0,517.0,0.2734375,0.0,196079.39255741469
04_no_fly_zone,orca,21,0.0,35.04830348046467,0.9999999999999999,115.0,611.0,0.3223958333333333,0.0,44957.88850890998
04_no_fly_zone,orca,22,0.0,19.017141422165192,1.0,107.0,511.0,0.2703125,0.0,203847.79703453497
04_no_fly_zone,orca,23,0.0,28.568984349289476,1.0,88.0,430.0,0.228125,0.0,230241.66742944682
04_no_fly_zone,orca,24,0.0,15.482325037171732,0.9999999999999999,129.0,579.0,0.30572916666666666,0.0,42308.86529469794
04_no_fly_zone,orca,25,0.0,24.889406703336103,1.0,121.0,629.0,0.33177083333333335,0.0,169518.70109570472
04_no_fly_zone,orca,26,0.0,16.37488509705463,1.0,95.0,591.0,0.31197916666666664,0.0,150072.40995614103
04_no_fly_zone,orca,27,0.0,7.37199855523624,1.0,123.0,704.0,0.37083333333333335,0.0,153745.9233447264
04_no_fly_zone,orca,28,0.0,40.578011012282964,1.0,130.0,763.0,0.4015625,0.0,148127.94057662954
04_no_fly_zone,orca,29,0.0,27.613893056335694,0.9999999999999999,131.0,669.0,0.35260416666666666,0.0,144489.96548560512
04_no_fly_zone,orca,3,0.0,22.313220210517123,0.9999999999999999,103.0,614.0,0.32395833333333335,0.0,175129.68719414272
04_no_fly_zone,orca,4,0.0,21.40377731120727,1.0,98.0,667.0,0.3515625,0.0,159769.93130183118
04_no_fly_zone,orca,5,0.0,15.204610505473589,1.0,105.0,736.0,0.3875,0.0,151359.39658926058
04_no_fly_zone,orca,6,0.0,29.745147117746285,1.0,137.0,714.0,0.37604166666666666,0.0,147114.98323493628
04_no_fly_zone,orca,7,0.0,23.470241173487814,1.0,118.0,634.0,0.334375,0.0,166193.82214825935
04_no_fly_zone,orca,8,0.0,40.4946745156997,0.9999999999999998,104.0,529.0,0.2796875,0.0,198997.0548294805
04_no_fly_zone,orca,9,0.0,34.016966530783186,1.0,119.0,644.0,0.33958333333333335,0.0,135527.60048713256
04_no_fly_zone,sdacs_hybrid,0,0.0,37.142385447516574,1.0,118.0,671.0,0.3536458333333333,1.0,58075.40995137157
04_no_fly_zone,sdacs_hybrid,1,0.0,23.578889525281934,1.0,108.0,625.0,0.3296875,1.0,136959.33164735668
04_no_fly_zone,sdacs_hybrid,10,0.0,28.86023415395494,1.0,112.0,724.0,0.38125,1.0,125801.26231886019
04_no_fly_zone,sdacs_hybrid,11,0.0,20.156127663797403,1.0,118.0,590.0,0.31145833333333334,1.0,124886.10646915376
04_no_fly_zone,sdacs_hybrid,12,0.0,51.13336505716881,0.9999999999999998,123.0,688.0,0.3625,1.0,40717.62092410922
04_no_fly_zone,sdacs_hybrid,13,0.0,19.902908599139344,1.0,111.0,685.0,0.3609375,1.0,40009.44222800841
04_no_fly_zone,sdacs_hybrid,14,0.0,28.11322972286033,1.0,103.0,563.0,0.29739583333333336,1.0,151094.77609916584
04_no_fly_zone,sdacs_hybrid,15,0.0,19.490916229207397,0.9999999999999998,111.0,673.0,0.3546875,1.0,131771.25828002108
04_no_fly_zone,sdacs_hybrid,16,0.0,22.058382497591715,1.0,103.0,523.0,0.2765625,1.0,156395.39883897477
04_no_fly_zone,sdacs_hybrid,17,0.0,17.141391635696845,0.9999999999999999,130.0,654.0,0.34479166666666666,1.0,103585.92905361047
04_no_fly_zone,sdacs_hybrid,18,0.0,52.96395855828849,1.0,126.0,612.0,0.3229166666666667,1.0,41436.76456276103
04_no_fly_zone,sdacs_hybrid,19,0.0,47.21278392946939,1.0,120.0,604.0,0.31875,1.0,41103.139765994325
04_no_fly_zone,sdacs_hybrid,2,0.0,35.81569136658193,1.0,109.0,570.0,0.30104166666666665,1.0,146766.01096021078
04_no_fly_zone,sdacs_hybrid,20,0.0,18.644073574534108,1.0,126.0,517.0,0.2734375,1.0,154835.3132851909
04_no_fly_zone,sdacs_hybrid,21,0.0,35.04830348046467,0.9999999999999999,115.0,611.0,0.3223958333333333,1.0,141349.74874983085
04_no_fly_zone,sdacs_hybrid,22,0.0,19.017141422165192,1.0,107.0,511.0,0.2703125,1.0,164147.12233058928
04_no_fly_zone,sdacs_hybrid,23,0.0,28.568984349289476,1.0,88.0,430.0,0.228125,1.0,171269.0465506669
04_no_fly_zone,sdacs_hybrid,24,0.0,15.482325037171732,0.9999999999999999,129.0,579.0,0.30572916666666666,1.0,144444.22376786947
04_no_fly_zone,sdacs_hybrid,25,0.0,24.889406703336103,1.0,121.0,629.0,0.33177083333333335,1.0,135699.7101123693
04_no_fly_zone,sdacs_hybrid,26,0.0,16.37488509705463,1.0,95.0,591.0,0.31197916666666664,1.0,37813.372415775484
04_no_fly_zone,sdacs_hybrid,27,0.0,7.37199855523624,1.0,123.0,704.0,0.37083333333333335,1.0,127433.85386149715
