agents_finished,agents_total,horizon_s,method,scenario,seed,tick_count,wall_clock_s
8,8,240.0,cbs,04_no_fly_zone,9,241,0.008444375999943077
8,8,240.0,orca,04_no_fly_zone,0,240,0.0010163790000206063
8,8,240.0,orca,04_no_fly_zone,1,240,0.0010759799999959796
8,8,240.0,orca,04_no_fly_zone,10,240,0.009056633000000147
8,8,240.0,orca,04_no_fly_zone,11,240,0.0008634040000288223
8,8,240.0,orca,04_no_fly_zone,12,240,0.005057956999962698
8,8,240.0,orca,04_no_fly_zone,13,240,0.0009441160000278614
8,8,240.0,orca,04_no_fly_zone,14,240,0.0025059200000896453
8,8,240.0,orca,04_no_fly_zone,15,240,0.003031114999998863
8,8,240.0,orca,04_no_fly_zone,16,240,0.0008175930000788867
8,8,240.0,orca,04_no_fly_zone,17,240,0.0030001439999978174
8,8,240.0,orca,04_no_fly_zone,18,240,0.010329207999916434
8,8,240.0,orca,04_no_fly_zone,19,240,0.002895750999982738
8,8,240.0,orca,04_no_fly_zone,2,240,0.001138341999990189
8,8,240.0,orca,04_no_fly_zone,20,240,0.0068958229999225296
8,8,240.0,orca,04_no_fly_zone,21,240,0.008187815000042065
8,8,240.0,orca,04_no_fly_zone,22,240,0.0038550680000071225
8,8,240.0,orca,04_no_fly_zone,23,240,0.0010686100000611987
8,8,240.0,orca,04_no_fly_zone,24,240,0.0009424059999219025
8,8,240.0,orca,04_no_fly_zone,25,240,0.0009624770000300487
8,8,240.0,orca,04_no_fly_zone,26,240,0.0009219659999644136
8,8,240.0,orca,04_no_fly_zone,27,240,0.0060722389999909865
8,8,240.0,orca,04_no_fly_zone,28,240,0.005391110000005028
8,8,240.0,orca,04_no_fly_zone,29,240,0.003420375000018794
8,8,240.0,orca,04_no_fly_zone,3,240,0.010574225000027582
8,8,240.0,orca,04_no_fly_zone,4,240,0.0014986320001071363
8,8,240.0,orca,04_no_fly_zone,5,240,0.008393544000000475
8,8,240.0,orca,04_no_fly_zone,6,240,0.009628057999975681
8,8,240.0,orca,04_no_fly_zone,7,240,0.0009638169999561796
8,8,240.0,orca,04_no_fly_zone,8,240,0.0008957850000115286
8,8,240.0,orca,04_no_fly_zone,9,240,0.0031742779999603954
8,8,240.0,sdacs_hybrid,04_no_fly_zone,0,240,0.06835330800004158
8,8,240.0,sdacs_hybrid,04_no_fly_zone,1,240,0.0493060339999829
8,8,240.0,sdacs_hybrid,04_no_fly_zone,10,240,0.054674945999977353
8,8,240.0,sdacs_hybrid,04_no_fly_zone,11,240,0.04512477800005854
8,8,240.0,sdacs_hybrid,04_no_fly_zone,12,240,0.04902033200005462
8,8,240.0,sdacs_hybrid,04_no_fly_zone,13,240,0.043319033999978274
8,8,240.0,sdacs_hybrid,04_no_fly_zone,14,240,0.04282145899992429
8,8,240.0,sdacs_hybrid,04_no_fly_zone,15,240,0.027912124999943444
8,8,240.0,sdacs_hybrid,04_no_fly_zone,16,240,0.05494709300000977
8,8,240.0,sdacs_hybrid,04_no_fly_zone,17,240,0.06199219899997388
8,8,240.0,sdacs_hybrid,04_no_fly_zone,18,240,0.04489331000002039
8,8,240.0,sdacs_hybrid,04_no_fly_zone,19,240,0.04824670499999684
8,8,240.0,sdacs_hybrid,04_no_fly_zone,2,240,0.0577065049999419
8,8,240.0,sdacs_hybrid,04_no_fly_zone,20,240,0.03649630799998249
8,8,240.0,sdacs_hybrid,04_no_fly_zone,21,240,0.049523210999950606
8,8,240.0,sdacs_hybrid,04_no_fly_zone,22,240,0.03970854800002144
8,8,240.0,sdacs_hybrid,04_no_fly_zone,23,240,0.034672906999958286
8,8,240.0,sdacs_hybrid,04_no_fly_zone,24,240,0.05768000299997311
8,8,240.0,sdacs_hybrid,04_no_fly_zone,25,240,0.044567092999955094
8,8,240.0,sdacs_hybrid,04_no_fly_zone,26,240,0.03297398000006524
8,8,240.0,sdacs_hybrid,04_no_fly_zone,27,240,0.05065701299997727
8,8,240.0,sdacs_hybrid,04_no_fly_zone,28,240,0.08027984900002139
8,8,240.0,sdacs_hybrid,04_no_fly_zone,29,240,0.08092702700002974
8,8,240.0,sdacs_hybrid,04_no_fly_zone,3,240,0.047969158999990213
8,8,240.0,sdacs_hybrid,04_no_fly_zone,4,240,0.046987790999992285
8,8,240.0,sdacs_hybrid,04_no_fly_zone,5,240,0.03455981799993424
8,8,240.0,sdacs_hybrid,04_no_fly_zone,6,240,0.03778730399994856
8,8,240.0,sdacs_hybrid,04_no_fly_zone,7,240,0.0536831470000152
8,8,240.0,sdacs_hybrid,04_no_fly_zone,8,240,0.05832436600007895
8,8,240.0,sdacs_hybrid,04_no_fly_zone,9,240,0.04351056300004075
6,8,240.0,vo,04_no_fly_zone,0,240,0.14849216200002502
8,8,240.0,vo,04_no_fly_zone,1,240,0.106920993000017
7,8,240.0,vo,04_no_fly_zone,10,240,0.10909721299992725
7,8,240.0,vo,04_no_fly_zone,11,240,0.0835644249999632
7,8,240.0,vo,04_no_fly_zone,12,240,0.07947536899996521
7,8,240.0,vo,04_no_fly_zone,13,240,0.10779377599999407
7,8,240.0,vo,04_no_fly_zone,14,240,0.08705260900001122
8,8,240.0,vo,04_no_fly_zone,15,240,0.07637598100006926
7,8,240.0,vo,04_no_fly_zone,16,240,0.07634179899991977
6,8,240.0,vo,04_no_fly_zone,17,240,0.12127385700000559
8,8,240.0,vo,04_no_fly_zone,18,240,0.06385137099994154
6,8,240.0,vo,04_no_fly_zone,19,240,0.11604905699994106
7,8,240.0,vo,04_no_fly_zone,2,240,0.12773545300001388
8,8,240.0,vo,04_no_fly_zone,20,240,0.07934545299997353
8,8,240.0,vo,04_no_fly_zone,21,240,0.08343550699999014
6,8,240.0,vo,04_no_fly_zone,22,240,0.09493927899995924
6,8,240.0,vo,04_no_fly_zone,23,240,0.09350575800010574
6,8,240.0,vo,04_no_fly_zone,24,240,0.09750540099992122
6,8,240.0,vo,04_no_fly_zone,25,240,0.11601519700002427
8,8,240.0,vo,04_no_fly_zone,26,240,0.08578859900001135
6,8,240.0,vo,04_no_fly_zone,27,240,0.13187638900001275
7,8,240.0,vo,04_no_fly_zone,28,240,0.11911426200003916
7,8,240.0,vo,04_no_fly_zone,29,240,0.11175586699994255
7,8,240.0,vo,04_no_fly_zone,3,240,0.09131171699993956
6,8,240.0,vo,04_no_fly_zone,4,240,0.16898630299999695
6,8,240.0,vo,04_no_fly_zone,5,240,0.12593408299994735
7,8,240.0,vo,04_no_fly_zone,6,240,0.10026411699993787
8,8,240.0,vo,04_no_fly_zone,7,240,0.08516418299996076
8,8,240.0,vo,04_no_fly_zone,8,240,0.07023718899995401
8,8,240.0,vo,04_no_fly_zone,9,240,0.09270121600002312
12,12,300.0,cbs,05_weather_diversion,0,301,0.009596883000085654
12,12,300.0,cbs,05_weather_diversion,1,301,0.010680277999995269
12,12,300.0,cbs,05_weather_diversion,10,301,0.015576534000047104
12,12,300.0,cbs,05_weather_diversion,11,301,0.015538452999976471
12,12,300.0,cbs,05_weather_diversion,12,301,0.004242689000079736
12,12,300.0,cbs,05_weather_diversion,13,301,0.0160886890000711
12,12,300.0,cbs,05_weather_diversion,14,301,0.005070291000038196
12,12,300.0,cbs,05_weather_diversion,15,301,0.009294178999994074
12,12,300.0,cbs,05_weather_diversion,16,301,0.0075657510000155526
12,12,300.0,cbs,05_weather_diversion,17,301,0.011011637000024166
12,12,300.0,cbs,05_weather_diversion,18,301,0.008241999999995642
12,12,300.0,cbs,05_weather_diversion,19,301,0.017000954000081947
12,12,300.0,cbs,05_weather_diversion,2,301,0.017489977999957773
12,12,300.0,cbs,05_weather_diversion,20,301,0.011303485999974328
12,12,300.0,cbs,05_weather_diversion,21,301,0.0132544500000904
12,12,300.0,cbs,05_weather_diversion,22,301,0.021383377000006476
12,12,300.0,cbs,05_weather_diversion,23,301,0.01319807800007311
12,12,300.0,cbs,05_weather_diversion,24,301,0.017113946999984364
12,12,300.0,cbs,05_weather_diversion,25,301,0.014231186000074558
12,12,300.0,cbs,05_weather_diversion,26,301,0.016247183000018595
12,12,300.0,cbs,05_weather_diversion,27,301,0.014839833999985785
12,12,300.0,cbs,05_weather_diversion,28,301,0.021844068999939736
12,12,300.0,cbs,05_weather_diversion,29,301,0.005520674999957009
12,12,300.0,cbs,05_weather_diversion,3,301,0.010666557000035937
12,12,300.0,cbs,05_weather_diversion,4,301,0.015615526000033242
12,12,300.0,cbs,05_weather_diversion,5,301,0.006092150000085894
12,12,300.0,cbs,05_weather_diversion,6,301,0.016196101999980783
12,12,300.0,cbs,05_weather_diversion,7,301,0.011928712999974778
12,12,300.0,cbs,05_weather_diversion,8,301,0.021162903999993432
12,12,300.0,cbs,05_weather_diversion,9,301,0.020072910000067168
12,12,300.0,orca,05_weather_diversion,0,300,0.004067222999992737
12,12,300.0,orca,05_weather_diversion,1,300,0.010046361000036086
12,12,300.0,orca,05_weather_diversion,10,300,0.0056416570000692445
12,12,300.0,orca,05_weather_diversion,11,300,0.004559837000101652
12,12,300.0,orca,05_weather_diversion,12,300,0.009617077999905632
12,12,300.0,orca,05_weather_diversion,13,300,0.006118861000004472
12,12,300.0,orca,05_weather_diversion,14,300,0.006812539999941691
12,12,300.0,orca,05_weather_diversion,15,300,0.004355391999979474
12,12,300.0,orca,05_weather_diversion,16,300,0.007447817999945983
12,12,300.0,orca,05_weather_diversion,17,300,0.0028623099999549595
12,12,300.0,orca,05_weather_diversion,18,300,0.003388023999946199
12,12,300.0,orca,05_weather_diversion,19,300,0.005263417000037407
12,12,300.0,orca,05_weather_diversion,2,300,0.00534891899997092
12,12,300.0,orca,05_weather_diversion,20,300,0.005004220000046189
12,12,300.0,orca,05_weather_diversion,21,300,0.0030776260000493494
12,12,300.0,orca,05_weather_diversion,22,300,0.004219677000037336
12,12,300.0,orca,05_weather_diversion,23,300,0.002727676000063184
12,12,300.0,orca,05_weather_diversion,24,300,0.005328147999989596
12,12,300.0,orca,05_weather_diversion,25,300,0.0043484409999337
12,12,300.0,orca,05_weather_diversion,26,300,0.005185184999959347
12,12,300.0,orca,05_weather_diversion,27,300,0.009409413000071254
12,12,300.0,orca,05_weather_diversion,28,300,0.009029519000023356
12,12,300.0,orca,05_weather_diversion,29,300,0.007434066999962852
12,12,300.0,orca,05_weather_diversion,3,300,0.007371926000018902
12,12,300.0,orca,05_weather_diversion,4,300,0.004940207999993618
12,12,300.0,orca,05_weather_diversion,5,300,0.005283678000068903
12,12,300.0,orca,05_weather_diversion,6,300,0.007191910999949869
12,12,300.0,orca,05_weather_diversion,7,300,0.004597397999987152
12,12,300.0,orca,05_weather_diversion,8,300,0.00119312300000729
12,12,300.0,orca,05_weather_diversion,9,300,0.005482282999992094
12,12,300.0,sdacs_hybrid,05_weather_diversion,0,300,0.06691728700002386
12,12,300.0,sdacs_hybrid,05_weather_diversion,1,300,0.06667521500003204
12,12,300.0,sdacs_hybrid,05_weather_diversion,10,300,0.049972567999930106
12,12,300.0,sdacs_hybrid,05_weather_diversion,11,300,0.05845752100003665
12,12,300.0,sdacs_hybrid,05_weather_diversion,12,300,0.06384080099996936
12,12,300.0,sdacs_hybrid,05_weather_diversion,13,300,0.03929382600006193
12,12,300.0,sdacs_hybrid,05_weather_diversion,14,300,0.049107170000070255
12,12,300.0,sdacs_hybrid,05_weather_diversion,15,300,0.06374593800001094
12,12,300.0,sdacs_hybrid,05_weather_diversion,16,300,0.0674378709999246
12,12,300.0,sdacs_hybrid,05_weather_diversion,17,300,0.06009405699990111
12,12,300.0,sdacs_hybrid,05_weather_diversion,18,300,0.07323540300001241
12,12,300.0,sdacs_hybrid,05_weather_diversion,19,300,0.05930404200000794
12,12,300.0,sdacs_hybrid,05_weather_diversion,2,300,0.0556240109999635
12,12,300.0,sdacs_hybrid,05_weather_diversion,20,300,0.05824062400006369
12,12,300.0,sdacs_hybrid,05_weather_diversion,21,300,0.06997375099990677
12,12,300.0,sdacs_hybrid,05_weather_diversion,22,300,0.04414604099997632
12,12,300.0,sdacs_hybrid,05_weather_diversion,23,300,0.08460568899999998
12,12,300.0,sdacs_hybrid,05_weather_diversion,24,300,0.07167316400000345
12,12,300.0,sdacs_hybrid,05_weather_diversion,25,300,0.07585606600002848
12,12,300.0,sdacs_hybrid,05_weather_diversion,26,300,0.06751684300002125
12,12,300.0,sdacs_hybrid,05_weather_diversion,27,300,0.07124647699993147
12,12,300.0,sdacs_hybrid,05_weather_diversion,28,300,0.053833252000003995
12,12,300.0,sdacs_hybrid,05_weather_diversion,29,300,0.049404578999997284
12,12,300.0,sdacs_hybrid,05_weather_diversion,3,300,0.06022304299995085
12,12,300.0,sdacs_hybrid,05_weather_diversion,4,300,0.06597019699995599
12,12,300.0,sdacs_hybrid,05_weather_diversion,5,300,0.06255856099994617
12,12,300.0,sdacs_hybrid,05_weather_diversion,6,300,0.07536244699997496
12,12,300.0,sdacs_hybrid,05_weather_diversion,7,300,0.08311166199996478
12,12,300.0,sdacs_hybrid,05_weather_diversion,8,300,0.05082699299998694
12,12,300.0,sdacs_hybrid,05_weather_diversion,9,300,0.07973077099995862
12,12,300.0,vo,05_weather_diversion,0,300,0.1704946759999757
12,12,300.0,vo,05_weather_diversion,1,300,0.17340367999997852
11,12,300.0,vo,05_weather_diversion,10,300,0.21691289000000324
11,12,300.0,vo,05_weather_diversion,11,300,0.19846436300008463
9,12,300.0,vo,05_weather_diversion,12,300,0.30106510799998887
12,12,300.0,vo,05_weather_diversion,13,300,0.20130623500006095
11,12,300.0,vo,05_weather_diversion,14,300,0.23927055499996186
11,12,300.0,vo,05_weather_diversion,15,300,0.2013205950000838
11,12,300.0,vo,05_weather_diversion,16,300,0.25075843900003747
8,12,300.0,vo,05_weather_diversion,17,300,0.3559483590000809
11,12,300.0,vo,05_weather_diversion,18,300,0.20223804499994458
11,12,300.0,vo,05_weather_diversion,19,300,0.18982771499997853
11,12,300.0,vo,05_weather_diversion,2,300,0.19462249299999712
11,12,300.0,vo,05_weather_diversion,20,300,0.18520429199998034
11,12,300.0,vo,05_weather_diversion,21,300,0.19040842599997632
10,12,300.0,vo,05_weather_diversion,22,300,0.20826625900008366
10,12,300.0,vo,05_weather_diversion,23,300,0.24740608100000827
10,12,300.0,vo,05_weather_diversion,24,300,0.33422576800001025
10,12,300.0,vo,05_weather_diversion,25,300,0.3161217230000375
12,12,300.0,vo,05_weather_diversion,26,300,0.29039323000006334
11,12,300.0,vo,05_weather_diversion,27,300,0.33432232500001646
12,12,300.0,vo,05_weather_diversion,28,300,0.2831479679999802
10,12,300.0,vo,05_weather_diversion,29,300,0.2354564490000257
11,12,300.0,vo,05_weather_diversion,3,300,0.2640141650000487
10,12,300.0,vo,05_weather_diversion,4,300,0.30421327599992765
10,12,300.0,vo,05_weather_diversion,5,300,0.3200879979999627
10,12,300.0,vo,05_weather_diversion,6,300,0.3089528479999899
11,12,300.0,vo,05_weather_diversion,7,300,0.24659014400003798
10,12,300.0,vo,05_weather_diversion,8,300,0.245138771000029
11,12,300.0,vo,05_weather_diversion,9,300,0.23022564200005036
12,12,240.0,cbs,06_priority_aircraft,0,241,0.01655434199994943
12,12,240.0,cbs,06_priority_aircraft,1,241,0.004187076999983219
12,12,240.0,cbs,06_priority_aircraft,10,241,0.020297305000099186
12,12,240.0,cbs,06_priority_aircraft,11,241,0.01919259500004955
12,12,240.0,cbs,06_priority_aircraft,12,241,0.009893576000081339
12,12,240.0,cbs,06_priority_aircraft,13,241,0.010735579999959555
12,12,240.0,cbs,06_priority_aircraft,14,241,0.022359362999964105
12,12,240.0,cbs,06_priority_aircraft,15,241,0.011871541000004981
12,12,240.0,cbs,06_priority_aircraft,16,241,0.018654649999916728
12,12,240.0,cbs,06_priority_aircraft,17,241,0.007552020999924025
12,12,240.0,cbs,06_priority_aircraft,18,241,0.00881140499996036
12,12,240.0,cbs,06_priority_aircraft,19,241,0.011735876999978245
12,12,240.0,cbs,06_priority_aircraft,2,241,0.006259345000103167
12,12,240.0,cbs,06_priority_aircraft,20,241,0.008927769000024455
12,12,240.0,cbs,06_priority_aircraft,21,241,0.014451214000018808
12,12,240.0,cbs,06_priority_aircraft,22,241,0.014753920999964976
12,12,240.0,cbs,06_priority_aircraft,23,241,0.01993239600005836
12,12,240.0,cbs,06_priority_aircraft,24,241,0.006514431000027798
12,12,240.0,cbs,06_priority_aircraft,25,241,0.006001496999942901
12,12,240.0,cbs,06_priority_aircraft,26,241,0.010226626000076067
12,12,240.0,cbs,06_priority_aircraft,27,241,0.023093293999977504
12,12,240.0,cbs,06_priority_aircraft,28,241,0.007454198000004908
12,12,240.0,cbs,06_priority_aircraft,29,241,0.012334283999962281
12,12,240.0,cbs,06_priority_aircraft,3,241,0.01909229199998208
12,12,240.0,cbs,06_priority_aircraft,4,241,0.017641711999999643
12,12,240.0,cbs,06_priority_aircraft,5,241,0.015409819999945285
12,12,240.0,cbs,06_priority_aircraft,6,241,0.007166119999965304
12,12,240.0,cbs,06_priority_aircraft,7,241,0.018533896999997523
12,12,240.0,cbs,06_priority_aircraft,8,241,0.010037300000021787
12,12,240.0,cbs,06_priority_aircraft,9,241,0.056463000000007924
12,12,240.0,orca,06_priority_aircraft,0,240,0.0065656930000841385
12,12,240.0,orca,06_priority_aircraft,1,240,0.011679076000064015
12,12,240.0,orca,06_priority_aircraft,10,240,0.00166454599991539
12,12,240.0,orca,06_priority_aircraft,11,240,0.0058450629999242665
12,12,240.0,orca,06_priority_aircraft,12,240,0.010663356999998541
12,12,240.0,orca,06_priority_aircraft,13,240,0.00502259999996113
12,12,240.0,orca,06_priority_aircraft,14,240,0.007617568000000574
12,12,240.0,orca,06_priority_aircraft,15,240,0.005621976999918843
12,12,240.0,orca,06_priority_aircraft,16,240,0.00930938999999853
12,12,240.0,orca,06_priority_aircraft,17,240,0.009816214000011314
12,12,240.0,orca,06_priority_aircraft,18,240,0.0017082169999866892
12,12,240.0,orca,06_priority_aircraft,19,240,0.003169028000002072
12,12,240.0,orca,06_priority_aircraft,2,240,0.009721130999992056
12,12,240.0,orca,06_priority_aircraft,20,240,0.009769136999921102
12,12,240.0,orca,06_priority_aircraft,21,240,0.005645627000035347
12,12,240.0,orca,06_priority_aircraft,22,240,0.011358417000110421
12,12,240.0,orca,06_priority_aircraft,23,240,0.010542734000068776
12,12,240.0,orca,06_priority_aircraft,24,240,0.008917558000007375
12,12,240.0,orca,06_priority_aircraft,25,240,0.007839739000019108
12,12,240.0,orca,06_priority_aircraft,26,240,0.011433507999981884
12,12,240.0,orca,06_priority_aircraft,27,240,0.0097927740000614
12,12,240.0,orca,06_priority_aircraft,28,240,0.0050894009999638
12,12,240.0,orca,06_priority_aircraft,29,240,0.006362983999906646
12,12,240.0,orca,06_priority_aircraft,3,240,0.010048849999975573
12,12,240.0,orca,06_priority_aircraft,4,240,0.0054151209999417915
12,12,240.0,orca,06_priority_aircraft,5,240,0.007904281000037372
12,12,240.0,orca,06_priority_aircraft,6,240,0.0017739889999575098
12,12,240.0,orca,06_priority_aircraft,7,240,0.003682042000036745
12,12,240.0,orca,06_priority_aircraft,8,240,0.007613083000023835
12,12,240.0,orca,06_priority_aircraft,9,240,0.010744050000084826
12,12,240.0,sdacs_hybrid,06_priority_aircraft,0,240,0.06338011799994092
12,12,240.0,sdacs_hybrid,06_priority_aircraft,1,240,0.0627663710000661
12,12,240.0,sdacs_hybrid,06_priority_aircraft,10,240,0.06836096699998961
12,12,240.0,sdacs_hybrid,06_priority_aircraft,11,240,0.0715594160000137
12,12,240.0,sdacs_hybrid,06_priority_aircraft,12,240,0.0658198659999698
12,12,240.0,sdacs_hybrid,06_priority_aircraft,13,240,0.09105088500007241
12,12,240.0,sdacs_hybrid,06_priority_aircraft,14,240,0.07562960400002794
12,12,240.0,sdacs_hybrid,06_priority_aircraft,15,240,0.07033629199997904
12,12,240.0,sdacs_hybrid,06_priority_aircraft,16,240,0.07477540899992619
12,12,240.0,sdacs_hybrid,06_priority_aircraft,17,240,0.07333854499995596
12,12,240.0,sdacs_hybrid,06_priority_aircraft,18,240,0.0774644719999742
12,12,240.0,sdacs_hybrid,06_priority_aircraft,19,240,0.060399824999990415
12,12,240.0,sdacs_hybrid,06_priority_aircraft,2,240,0.05932204400005503
12,12,240.0,sdacs_hybrid,06_priority_aircraft,20,240,0.06927749600004063
12,12,240.0,sdacs_hybrid,06_priority_aircraft,21,240,0.04588982899997518
12,12,240.0,sdacs_hybrid,06_priority_aircraft,22,240,0.046774827999911395
12,12,240.0,sdacs_hybrid,06_priority_aircraft,23,240,0.07150817000001553
12,12,240.0,sdacs_hybrid,06_priority_aircraft,24,240,0.07309776900001452
12,12,240.0,sdacs_hybrid,06_priority_aircraft,25,240,0.05774223000003076
12,12,240.0,sdacs_hybrid,06_priority_aircraft,26,240,0.05995086199993693
12,12,240.0,sdacs_hybrid,06_priority_aircraft,27,240,0.08176329100001567
12,12,240.0,sdacs_hybrid,06_priority_aircraft,28,240,0.08555863700007649
12,12,240.0,sdacs_hybrid,06_priority_aircraft,29,240,0.056445677000056094
12,12,240.0,sdacs_hybrid,06_priority_aircraft,3,240,0.051176827000062985
12,12,240.0,sdacs_hybrid,06_priority_aircraft,4,240,0.03721003800001199
12,12,240.0,sdacs_hybrid,06_priority_aircraft,5,240,0.08136246999993091
12,12,240.0,sdacs_hybrid,06_priority_aircraft,6,240,0.06866941500004486
12,12,240.0,sdacs_hybrid,06_priority_aircraft,7,240,0.06939249600009134
12,12,240.0,sdacs_hybrid,06_priority_aircraft,8,240,0.07151143400005822
12,12,240.0,sdacs_hybrid,06_priority_aircraft,9,240,0.05366745699996045
11,12,240.0,vo,06_priority_aircraft,0,240,0.22302796199994646
9,12,240.0,vo,06_priority_aircraft,1,240,0.31058980000000247
9,12,240.0,vo,06_priority_aircraft,10,240,0.28012231699995027
11,12,240.0,vo,06_priority_aircraft,11,240,0.2227357030000121
10,12,240.0,vo,06_priority_aircraft,12,240,0.2648298970000269
11,12,240.0,vo,06_priority_aircraft,13,240,0.2565990180000881
12,12,240.0,vo,06_priority_aircraft,14,240,0.24727127700009532
12,12,240.0,vo,06_priority_aircraft,15,240,0.23367951800003084
11,12,240.0,vo,06_priority_aircraft,16,240,0.2277999440000258
11,12,240.0,vo,06_priority_aircraft,17,240,0.26465642300001946
11,12,240.0,vo,06_priority_aircraft,18,240,0.23527486299997236
10,12,240.0,vo,06_priority_aircraft,19,240,0.2454213799999252
10,12,240.0,vo,06_priority_aircraft,2,240,0.2871020159999489
11,12,240.0,vo,06_priority_aircraft,20,240,0.21905973000002632
11,12,240.0,vo,06_priority_aircraft,21,240,0.22037964800006193
10,12,240.0,vo,06_priority_aircraft,22,240,0.2020343709999679
12,12,240.0,vo,06_priority_aircraft,23,240,0.195299738000017
9,12,240.0,vo,06_priority_aircraft,24,240,0.3001058509998984
11,12,240.0,vo,06_priority_aircraft,25,240,0.20029505299999073
11,12,240.0,vo,06_priority_aircraft,26,240,0.23027395300005082
12,12,240.0,vo,06_priority_aircraft,27,240,0.2057316189999483
10,12,240.0,vo,06_priority_aircraft,28,240,0.3097243750000871
10,12,240.0,vo,06_priority_aircraft,29,240,0.27991954799995256
12,12,240.0,vo,06_priority_aircraft,3,240,0.21086197600004652
11,12,240.0,vo,06_priority_aircraft,4,240,0.24748556300005475
11,12,240.0,vo,06_priority_aircraft,5,240,0.24474279699995805
9,12,240.0,vo,06_priority_aircraft,6,240,0.29865252000001874
11,12,240.0,vo,06_priority_aircraft,7,240,0.28780428799996116
12,12,240.0,vo,06_priority_aircraft,8,240,0.2624111499999344
10,12,240.0,vo,06_priority_aircraft,9,240,0.22719356700008575
12,12,300.0,cbs,07_communication_loss,0,301,0.014501845000040703
12,12,300.0,cbs,07_communication_loss,1,301,0.015555711999923005
12,12,300.0,cbs,07_communication_loss,10,301,0.009605928000041786
12,12,300.0,cbs,07_communication_loss,11,301,0.011592512999982318
12,12,300.0,cbs,07_communication_loss,12,301,0.017339044000095782
12,12,300.0,cbs,07_communication_loss,13,301,0.009215917000005902
12,12,300.0,cbs,07_communication_loss,14,301,0.006494071000020085
12,12,300.0,cbs,07_communication_loss,15,301,0.016371817000049305
12,12,300.0,cbs,07_communication_loss,16,301,0.013985159999947427
12,12,300.0,cbs,07_communication_loss,17,301,0.04245855500005291
12,12,300.0,cbs,07_communication_loss,18,301,0.0120817670000406
12,12,300.0,cbs,07_communication_loss,19,301,0.03276663399992685
12,12,300.0,cbs,07_communication_loss,2,301,0.010277466000047752
12,12,300.0,cbs,07_communication_loss,20,301,0.02629077899996446
12,12,300.0,cbs,07_communication_loss,21,301,0.05349399199997151
12,12,300.0,cbs,07_communication_loss,22,301,0.03246564500000204
12,12,300.0,cbs,07_communication_loss,23,301,0.061717011000041566
12,12,300.0,cbs,07_communication_loss,24,301,0.04171819199996207
12,12,300.0,cbs,07_communication_loss,25,301,0.015721263999921575
12,12,300.0,cbs,07_communication_loss,26,301,0.018433752999953867
12,12,300.0,cbs,07_communication_loss,27,301,0.010813460999997915
12,12,300.0,cbs,07_communication_loss,28,301,0.01651743100001113
12,12,300.0,cbs,07_communication_loss,29,301,0.021492769000019507
12,12,300.0,cbs,07_communication_loss,3,301,0.018073273999902995
12,12,300.0,cbs,07_communication_loss,4,301,0.014888844999973117
12,12,300.0,cbs,07_communication_loss,5,301,0.014126244000067345
12,12,300.0,cbs,07_communication_loss,6,301,0.01204976600001828
12,12,300.0,cbs,07_communication_loss,7,301,0.01146080000000893
12,12,300.0,cbs,07_communication_loss,8,301,0.017203380000069046
12,12,300.0,cbs,07_communication_loss,9,301,0.01467562999994243
12,12,300.0,orca,07_communication_loss,0,300,0.007360955000081049
12,12,300.0,orca,07_communication_loss,1,300,0.009347161000050619
12,12,300.0,orca,07_communication_loss,10,300,0.007569220999926074
12,12,300.0,orca,07_communication_loss,11,300,0.0012476250000190703
12,12,300.0,orca,07_communication_loss,12,300,0.0055865560000256664
12,12,300.0,orca,07_communication_loss,13,300,0.005427180999959091
12,12,300.0,orca,07_communication_loss,14,300,0.0013761180000528839
12,12,300.0,orca,07_communication_loss,15,300,0.0013250370000150724
12,12,300.0,orca,07_communication_loss,16,300,0.004938765000019885
12,12,300.0,orca,07_communication_loss,17,300,0.009424723000051927
12,12,300.0,orca,07_communication_loss,18,300,0.0072945140000229
12,12,300.0,orca,07_communication_loss,19,300,0.0067883789999996225
12,12,300.0,orca,07_communication_loss,2,300,0.002229942000099072
12,12,300.0,orca,07_communication_loss,20,300,0.007170169999994869
12,12,300.0,orca,07_communication_loss,21,300,0.007223801999998614
12,12,300.0,orca,07_communication_loss,22,300,0.002534179999997832
12,12,300.0,orca,07_communication_loss,23,300,0.0011218910000252436
12,12,300.0,orca,07_communication_loss,24,300,0.011737867999954688
12,12,300.0,orca,07_communication_loss,25,300,0.0024592490000259204
12,12,300.0,orca,07_communication_loss,26,300,0.004357201999937388
12,12,300.0,orca,07_communication_loss,27,300,0.005985076999991179
12,12,300.0,orca,07_communication_loss,28,300,0.007721836000087023
12,12,300.0,orca,07_communication_loss,29,300,0.00939132200005588
12,12,300.0,orca,07_communication_loss,3,300,0.0035813800000141782
12,12,300.0,orca,07_communication_loss,4,300,0.0072903509999378
12,12,300.0,orca,07_communication_loss,5,300,0.008558388999972522
12,12,300.0,orca,07_communication_loss,6,300,0.004433473000062804
12,12,300.0,orca,07_communication_loss,7,300,0.005962715999999091
12,12,300.0,orca,07_communication_loss,8,300,0.007260192999979154
12,12,300.0,orca,07_communication_loss,9,300,0.00548774300000332
12,12,300.0,sdacs_hybrid,07_communication_loss,0,300,0.03630972299993118
12,12,300.0,sdacs_hybrid,07_communication_loss,1,300,0.04838124000002608
12,12,300.0,sdacs_hybrid,07_communication_loss,10,300,0.0632571140000664
