ref,short_name,scope,oid,commit_date,subject,is_main,merged_into_main,main_behind_count,branch_ahead_count,cherry_novel_commits,cherry_equivalent_commits,changed_file_count,residual_file_count,overlap_with_main_count,merge_status,classification,pr_numbers,pr_states,changed_files,residual_files,overlap_with_main_files,conflict_summary,residual_fingerprint
refs/remotes/origin/claude/dazzling-maxwell-yYBMl,origin/claude/dazzling-maxwell-yYBMl,remote,b7bf1efaad8049c2c5d54a682ef8ad625fe04e72,2026-05-31T19:33:31Z,docs: 변경 이력 업데이트 2026-06-01 04:33 [changelog],False,False,522,10,10,0,92,92,78,conflict,merge_conflict,58,CLOSED,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | db/migrations/001_init_timescale.sql | deploy/helm/sdacs/Chart.yaml | deploy/helm/sdacs/templates/_helpers.tpl | deploy/helm/sdacs/templates/deployment.yaml | deploy/helm/sdacs/templates/secret.yaml | deploy/helm/sdacs/templates/service.yaml | deploy/helm/sdacs/values.yaml | monitoring/docker-compose.monitoring.yml | monitoring/grafana/dashboards/sdacs_overview.json | monitoring/grafana/provisioning/dashboards/default.yml | monitoring/prometheus.yml | monitoring/rules/sdacs_alerts.yml | scripts/security_audit.py | simulation/battery_predictor.py | src/ada/safety_critical.adb | src/ada/tmr_voter_v2.adb | src/asm/crc32_checksum.asm | src/assembly/kalman_filter.asm | src/clojure/event_sourcing_v2.clj | src/clojure/event_stream.clj | src/cobol/legacy_atc_bridge.cob | src/cpp/formation_gan_engine.cpp | src/cpp/particle_filter.cpp | src/crystal/telemetry_parser.cr | src/dart/flutter_dashboard.dart | src/dart/gcs_protocol.dart | src/dlang/parallel_compute.d | src/elixir/fault_supervisor.ex | src/elixir/supervisor_tree.ex | src/erlang/distributed_consensus.erl | src/erlang/fault_supervisor.erl | src/fortran/cfd_wind_tunnel.f90 | src/fortran/wind_field_solver.f90 | src/fsharp/CooperativePerception.fs | src/fsharp/reactive_pipeline.fsx | src/go/realtime_monitor.go | src/go/swarm_blockchain.go | src/groovy/build_pipeline.groovy | src/haskell/SafetyVerifier.hs | src/haskell/formal_verifier.hs | src/julia/numerical_trajectory.jl | src/julia/swarm_ode_solver.jl | src/kotlin/PredictiveRouting.kt | src/kotlin/android_telemetry.kt | src/lisp/symbolic_planner.lisp | src/lua/config_scripting.lua | src/lua/swarm_scripting_engine.lua | src/nim/async_dispatcher.nim | src/nim/fault_tolerant_nav.nim | src/nim/realtime_scheduler.nim | src/ocaml/swarm_diplomacy.ml | src/ocaml/type_checker.ml | src/ocaml/type_safe_protocol.ml | src/octave/control_system_model.m | src/octave/signal_processor.m | src/pascal/waypoint_navigator.pas | src/perl/log_analyzer.pl | src/perl/log_parser.pl | src/php/fleet_web_portal.php | src/powershell/deployment_manager.ps1 | src/prolog/airspace_rules.pl | src/prolog/airspace_rules_v2.pl | src/r/statistical_analyzer.R | src/r/statistical_dashboard.R | src/ruby/api_gateway.rb | src/ruby/devops_pipeline.rb | src/rust/edge_ml_engine.rs | src/rust/safety_verifier.rs | src/scala/SwarmActorComm.scala | src/scala/stream_processor.scala | src/scheme/rule_engine.scm | src/smalltalk/message_broker.st | src/swift/SatelliteRelay.swift | src/swift/ios_drone_monitor.swift | src/tcl/config_manager.tcl | src/ts/drone_digital_passport.ts | src/typescript/swarm_dashboard_api.ts | src/vhdl/fir_filter.vhd | src/vhdl/pwm_motor_driver.vhd | src/zig/quantum_comm.zig | src/zig/ring_buffer_v2.zig | src/zig/zero_copy_buffer.zig | tests/load/locustfile.py | tests/test_auth_p712.py | tests/test_p714_schema.py | tests/test_p715_helm.py | tests/test_p718_monitoring.py | tests/test_ws_bridge.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | db/migrations/001_init_timescale.sql | deploy/helm/sdacs/Chart.yaml | deploy/helm/sdacs/templates/_helpers.tpl | deploy/helm/sdacs/templates/deployment.yaml | deploy/helm/sdacs/templates/secret.yaml | deploy/helm/sdacs/templates/service.yaml | deploy/helm/sdacs/values.yaml | monitoring/docker-compose.monitoring.yml | monitoring/grafana/dashboards/sdacs_overview.json | monitoring/grafana/provisioning/dashboards/default.yml | monitoring/prometheus.yml | monitoring/rules/sdacs_alerts.yml | scripts/security_audit.py | simulation/battery_predictor.py | src/ada/safety_critical.adb | src/ada/tmr_voter_v2.adb | src/asm/crc32_checksum.asm | src/assembly/kalman_filter.asm | src/clojure/event_sourcing_v2.clj | src/clojure/event_stream.clj | src/cobol/legacy_atc_bridge.cob | src/cpp/formation_gan_engine.cpp | src/cpp/particle_filter.cpp | src/crystal/telemetry_parser.cr | src/dart/flutter_dashboard.dart | src/dart/gcs_protocol.dart | src/dlang/parallel_compute.d | src/elixir/fault_supervisor.ex | src/elixir/supervisor_tree.ex | src/erlang/distributed_consensus.erl | src/erlang/fault_supervisor.erl | src/fortran/cfd_wind_tunnel.f90 | src/fortran/wind_field_solver.f90 | src/fsharp/CooperativePerception.fs | src/fsharp/reactive_pipeline.fsx | src/go/realtime_monitor.go | src/go/swarm_blockchain.go | src/groovy/build_pipeline.groovy | src/haskell/SafetyVerifier.hs | src/haskell/formal_verifier.hs | src/julia/numerical_trajectory.jl | src/julia/swarm_ode_solver.jl | src/kotlin/PredictiveRouting.kt | src/kotlin/android_telemetry.kt | src/lisp/symbolic_planner.lisp | src/lua/config_scripting.lua | src/lua/swarm_scripting_engine.lua | src/nim/async_dispatcher.nim | src/nim/fault_tolerant_nav.nim | src/nim/realtime_scheduler.nim | src/ocaml/swarm_diplomacy.ml | src/ocaml/type_checker.ml | src/ocaml/type_safe_protocol.ml | src/octave/control_system_model.m | src/octave/signal_processor.m | src/pascal/waypoint_navigator.pas | src/perl/log_analyzer.pl | src/perl/log_parser.pl | src/php/fleet_web_portal.php | src/powershell/deployment_manager.ps1 | src/prolog/airspace_rules.pl | src/prolog/airspace_rules_v2.pl | src/r/statistical_analyzer.R | src/r/statistical_dashboard.R | src/ruby/api_gateway.rb | src/ruby/devops_pipeline.rb | src/rust/edge_ml_engine.rs | src/rust/safety_verifier.rs | src/scala/SwarmActorComm.scala | src/scala/stream_processor.scala | src/scheme/rule_engine.scm | src/smalltalk/message_broker.st | src/swift/SatelliteRelay.swift | src/swift/ios_drone_monitor.swift | src/tcl/config_manager.tcl | src/ts/drone_digital_passport.ts | src/typescript/swarm_dashboard_api.ts | src/vhdl/fir_filter.vhd | src/vhdl/pwm_motor_driver.vhd | src/zig/quantum_comm.zig | src/zig/ring_buffer_v2.zig | src/zig/zero_copy_buffer.zig | tests/load/locustfile.py | tests/test_auth_p712.py | tests/test_p714_schema.py | tests/test_p715_helm.py | tests/test_p718_monitoring.py | tests/test_ws_bridge.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | monitoring/docker-compose.monitoring.yml | monitoring/grafana/dashboards/sdacs_overview.json | monitoring/prometheus.yml | simulation/battery_predictor.py | src/ada/safety_critical.adb | src/ada/tmr_voter_v2.adb | src/asm/crc32_checksum.asm | src/assembly/kalman_filter.asm | src/clojure/event_sourcing_v2.clj | src/clojure/event_stream.clj | src/cobol/legacy_atc_bridge.cob | src/cpp/formation_gan_engine.cpp | src/cpp/particle_filter.cpp | src/crystal/telemetry_parser.cr | src/dart/flutter_dashboard.dart | src/dart/gcs_protocol.dart | src/dlang/parallel_compute.d | src/elixir/fault_supervisor.ex | src/elixir/supervisor_tree.ex | src/erlang/distributed_consensus.erl | src/erlang/fault_supervisor.erl | src/fortran/cfd_wind_tunnel.f90 | src/fortran/wind_field_solver.f90 | src/fsharp/CooperativePerception.fs | src/fsharp/reactive_pipeline.fsx | src/go/realtime_monitor.go | src/go/swarm_blockchain.go | src/groovy/build_pipeline.groovy | src/haskell/SafetyVerifier.hs | src/haskell/formal_verifier.hs | src/julia/numerical_trajectory.jl | src/julia/swarm_ode_solver.jl | src/kotlin/PredictiveRouting.kt | src/kotlin/android_telemetry.kt | src/lisp/symbolic_planner.lisp | src/lua/config_scripting.lua | src/lua/swarm_scripting_engine.lua | src/nim/async_dispatcher.nim | src/nim/fault_tolerant_nav.nim | src/nim/realtime_scheduler.nim | src/ocaml/swarm_diplomacy.ml | src/ocaml/type_checker.ml | src/ocaml/type_safe_protocol.ml | src/octave/control_system_model.m | src/octave/signal_processor.m | src/pascal/waypoint_navigator.pas | src/perl/log_analyzer.pl | src/perl/log_parser.pl | src/php/fleet_web_portal.php | src/powershell/deployment_manager.ps1 | src/prolog/airspace_rules.pl | src/prolog/airspace_rules_v2.pl | src/r/statistical_analyzer.R | src/r/statistical_dashboard.R | src/ruby/api_gateway.rb | src/ruby/devops_pipeline.rb | src/rust/edge_ml_engine.rs | src/rust/safety_verifier.rs | src/scala/SwarmActorComm.scala | src/scala/stream_processor.scala | src/scheme/rule_engine.scm | src/smalltalk/message_broker.st | src/swift/SatelliteRelay.swift | src/swift/ios_drone_monitor.swift | src/tcl/config_manager.tcl | src/ts/drone_digital_passport.ts | src/typescript/swarm_dashboard_api.ts | src/vhdl/fir_filter.vhd | src/vhdl/pwm_motor_driver.vhd | src/zig/quantum_comm.zig | src/zig/ring_buffer_v2.zig | src/zig/zero_copy_buffer.zig | tests/test_auth_p712.py | tests/test_ws_bridge.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging api/auth.py | CONFLICT (add/add): Merge conflict in api/auth.py | Auto-merging api/fastapi_server.py | CONFLICT (content): Merge conflict in api/fastapi_server.py | Auto-merging monitoring/docker-compose.monitoring.yml | CONFLICT (add/add): Merge conflict in monitoring/docker-compose.monitoring.yml | Auto-merging monitoring/grafana/dashboards/sdacs_overview.json | CONFLICT (add/add): Merge conflict in monitoring/grafana/dashboards/sdacs_overview.json,ab12b232ed2cbdb911db3fe6a9120aa727976a959ee497dd1ba80d398ac1d3c5
refs/remotes/origin/claude/dazzling-maxwell-zfjkY,origin/claude/dazzling-maxwell-zfjkY,remote,60131763ff3c13d8bebacfd9066ceb41314a85f8,2026-06-01T21:14:10Z,docs: 변경 이력 업데이트 2026-06-02 06:14 [changelog],False,False,522,20,19,1,18,15,14,conflict,merge_conflict,64,CLOSED,.github/workflows/ci.yml | README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | pyproject.toml | scripts/load_test.py | src/boids_swarm.py | src/sensor_fusion.py | tests/conftest.py | tests/test_api_server_smoke.py | tests/test_auth.py | tests/test_coverage_boost_2.py | tests/test_coverage_boost_4.py | tests/test_coverage_boost_5.py | tests/test_phase44_51.py | tests/test_phase661_670_ai.py | tests/test_ws_bridge.py,.github/workflows/ci.yml | README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | pyproject.toml | scripts/load_test.py | src/boids_swarm.py | src/sensor_fusion.py | tests/conftest.py | tests/test_api_server_smoke.py | tests/test_auth.py | tests/test_coverage_boost_4.py | tests/test_phase44_51.py | tests/test_ws_bridge.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | pyproject.toml | scripts/load_test.py | src/boids_swarm.py | src/sensor_fusion.py | tests/test_api_server_smoke.py | tests/test_coverage_boost_2.py | tests/test_coverage_boost_4.py | tests/test_coverage_boost_5.py | tests/test_phase661_670_ai.py | tests/test_ws_bridge.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging api/auth.py | CONFLICT (add/add): Merge conflict in api/auth.py | Auto-merging api/fastapi_server.py | CONFLICT (content): Merge conflict in api/fastapi_server.py | Auto-merging pyproject.toml | Auto-merging scripts/load_test.py | CONFLICT (add/add): Merge conflict in scripts/load_test.py | Auto-merging src/boids_swarm.py,3781ef0421f53463995b868193432c48b5f89e5adfbec650f28143047ff3713c
refs/remotes/origin/claude/fervent-babbage-0TwT9,origin/claude/fervent-babbage-0TwT9,remote,320b13be62583d4635d794fe051addf745acc102,2026-06-06T15:08:43Z,docs: 변경 이력 업데이트 2026-06-07 00:08 [changelog],False,False,259,2,2,0,2,2,2,conflict,merge_conflict,150,CLOSED,README.md | main.py,README.md | main.py,README.md | main.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py,41e220fc2701394261a4f67b5ddeea04dfd5b36f0043e031f4a82f552c15a12a
refs/remotes/origin/claude/fervent-babbage-0Y0ke,origin/claude/fervent-babbage-0Y0ke,remote,3dfac4314fffe23228638b9362a80660826be392,2026-06-05T00:12:10Z,docs: 변경 이력 업데이트 2026-06-05 09:12 [changelog],False,False,315,2,2,0,3,3,3,conflict,merge_conflict,120,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,c55b1c474f56c28d6aab03e3c53e8a909e90dfc1468952628c146ffd775fd704
refs/remotes/origin/claude/fervent-babbage-0ftjyk,origin/claude/fervent-babbage-0ftjyk,remote,058673eff13c79201a5ad1b4fa55afd0efe65d35,2026-06-11T09:16:15Z,docs: 변경 이력 업데이트 2026-06-11 18:16 [changelog],False,False,206,2,2,0,2,2,2,conflict,merge_conflict,246,CLOSED,CHANGELOG.md | README.md,CHANGELOG.md | README.md,CHANGELOG.md | README.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,6d5a0a6da5a1ca6fb10891e65080e3d923901db39c8e7ee6c2abc01fac0fb179
refs/remotes/origin/claude/fervent-babbage-0jgdcs,origin/claude/fervent-babbage-0jgdcs,remote,28c43c112be2e2e47c7079df6c0588c968415e86,2026-06-11T16:16:06Z,docs: 변경 이력 업데이트 2026-06-12 01:16 [changelog],False,True,198,0,0,0,0,0,0,not_needed,merged,249,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-0rtq04,origin/claude/fervent-babbage-0rtq04,remote,08cabf0ad749a42f50373c8caea84d5c49764b87,2026-06-11T12:15:13Z,docs: 변경 이력 업데이트 2026-06-11 21:15 [changelog],False,False,203,1,1,0,1,1,1,conflict,merge_conflict,,,README.md,README.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,3d1344af9d1873106947b9d791c023a369bca0a37720729ecc8ddc8696d46be1
refs/remotes/origin/claude/fervent-babbage-0teji,origin/claude/fervent-babbage-0teji,remote,cbee327400fc6c2ad4add4930ca33c893a2af673,2026-06-07T00:10:54Z,docs: 변경 이력 업데이트 2026-06-07 09:10 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,159,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,9d89892a749ced996edc7c45bf83b4b8248d607b247eb32f8e4d57f266045b48
refs/remotes/origin/claude/fervent-babbage-1SjI4,origin/claude/fervent-babbage-1SjI4,remote,94671edb5110ba3518a71bcbf1e16300fc854c1f,2026-06-05T03:18:27Z,docs: 변경 이력 업데이트 2026-06-05 12:18 [changelog],False,False,307,2,2,0,5,5,3,conflict,merge_conflict,123,CLOSED,README.md | docs/SDACS_API.md | docs/SIMULATOR_HYPER_PLAN.md | scripts/gen_sdacs_api.py | tests/test_sdacs_api_doc.py,README.md | docs/SDACS_API.md | docs/SIMULATOR_HYPER_PLAN.md | scripts/gen_sdacs_api.py | tests/test_sdacs_api_doc.py,README.md | docs/SDACS_API.md | docs/SIMULATOR_HYPER_PLAN.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SDACS_API.md | CONFLICT (content): Merge conflict in docs/SDACS_API.md | Auto-merging docs/SIMULATOR_HYPER_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_HYPER_PLAN.md,2358aeefe24d13da8ff20bce5c538c2bdec6f0e9563f7dc270d990c1bc89312b
refs/remotes/origin/claude/fervent-babbage-1f823h,origin/claude/fervent-babbage-1f823h,remote,2e7e3d7a79c9a615639f2dc0ba2c35c0ecf144d3,2026-06-10T23:06:13Z,docs: 변경 이력 업데이트 2026-06-11 08:06 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,239,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,f9da994ba617c9e6c02b1ec94f7572a495c4885a32238d8b42ec6f78288007d6
refs/remotes/origin/claude/fervent-babbage-1pvzR,origin/claude/fervent-babbage-1pvzR,remote,f9302df986152a5bc38634cce39aa0aa488a27bc,2026-06-08T11:21:46Z,docs: 변경 이력 업데이트 2026-06-08 20:21 [changelog],False,False,254,2,2,0,19,7,19,conflict,merge_conflict,191,CLOSED,README.md | ROADMAP.md | frontend/.env.example | frontend/.gitignore | frontend/README.md | frontend/index.html | frontend/package.json | frontend/src/App.jsx | frontend/src/api.js | frontend/src/api.test.js | frontend/src/components/Dashboard.jsx | frontend/src/components/HealthBadge.jsx | frontend/src/components/Login.jsx | frontend/src/components/ScenarioList.jsx | frontend/src/components/SnapshotPanel.jsx | frontend/src/components/TelemetryFeed.jsx | frontend/src/main.jsx | frontend/src/styles.css | frontend/vite.config.js,README.md | ROADMAP.md | frontend/package.json | frontend/src/api.js | frontend/src/api.test.js | frontend/src/components/ScenarioList.jsx | frontend/src/components/TelemetryFeed.jsx,README.md | ROADMAP.md | frontend/.env.example | frontend/.gitignore | frontend/README.md | frontend/index.html | frontend/package.json | frontend/src/App.jsx | frontend/src/api.js | frontend/src/api.test.js | frontend/src/components/Dashboard.jsx | frontend/src/components/HealthBadge.jsx | frontend/src/components/Login.jsx | frontend/src/components/ScenarioList.jsx | frontend/src/components/SnapshotPanel.jsx | frontend/src/components/TelemetryFeed.jsx | frontend/src/main.jsx | frontend/src/styles.css | frontend/vite.config.js,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging frontend/package.json | CONFLICT (add/add): Merge conflict in frontend/package.json | Auto-merging frontend/src/api.js | CONFLICT (add/add): Merge conflict in frontend/src/api.js | Auto-merging frontend/src/api.test.js | CONFLICT (add/add): Merge conflict in frontend/src/api.test.js | Auto-merging frontend/src/components/ScenarioList.jsx | CONFLICT (add/add): Merge conflict in frontend/src/components/ScenarioList.jsx,cc484c971148f91f1deceab3a04d05b20713f13b997168611910294394d9a868
refs/remotes/origin/claude/fervent-babbage-1s0hlz,origin/claude/fervent-babbage-1s0hlz,remote,34d60c00c4ffd8d36a95b8326c33ede8f44d6e5c,2026-06-12T10:12:41Z,docs: 변경 이력 업데이트 2026-06-12 19:12 [changelog],False,True,179,0,0,0,0,0,0,not_needed,merged,262,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-2lvkht,origin/claude/fervent-babbage-2lvkht,remote,8fdc633fa11910219ccfcad4f04d9b833b7f4124,2026-06-11T03:21:32Z,docs: 변경 이력 업데이트 2026-06-11 12:21 [changelog],False,True,210,0,0,0,0,0,0,not_needed,merged,242,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-2wauda,origin/claude/fervent-babbage-2wauda,remote,78526cfad87799d12c728f20d0bc277024fad54b,2026-06-17T16:14:31Z,docs: 변경 이력 업데이트 2026-06-18 01:14 [changelog],False,True,6,0,0,0,0,0,0,not_needed,merged,366,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-37GWU,origin/claude/fervent-babbage-37GWU,remote,df0c2a744dcac717199ff919a72d623c2132c1f4,2026-06-03T16:18:36Z,docs: 변경 이력 업데이트 2026-06-04 01:18 [changelog],False,False,436,2,2,0,7,7,6,conflict,merge_conflict,86,CLOSED,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_sim.mjs | visualization/swarm_3d_simulator.html,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | tests/e2e/smoke_sim.mjs | visualization/swarm_3d_simulator.html,README.md | ROADMAP.md | docs/simulator.html | docs/swarm_3d_simulator.html | swarm_3d_simulator.html | visualization/swarm_3d_simulator.html,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging docs/simulator.html | Auto-merging docs/swarm_3d_simulator.html | Auto-merging swarm_3d_simulator.html | Auto-merging visualization/swarm_3d_simulator.html,09c5b70f8f65e61dccacadefc30b5e17a1eb3806df168b5560406daaa6fb1bfe
refs/remotes/origin/claude/fervent-babbage-37r8vl,origin/claude/fervent-babbage-37r8vl,remote,d4b79c93b06477d9badb62d6a44024e8c817c3af,2026-06-13T09:10:30Z,docs: 변경 이력 업데이트 2026-06-13 18:10 [changelog],False,True,143,0,0,0,0,0,0,not_needed,merged,286,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-3LUyz,origin/claude/fervent-babbage-3LUyz,remote,5d3bbcf0676d7d0857246408f0f8de2c1ed5d423,2026-06-06T10:12:12Z,docs: 변경 이력 업데이트 2026-06-06 19:12 [changelog],False,False,261,2,2,0,3,3,3,conflict,merge_conflict,145,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,178a695462483326d4165e506156c89447337bc7fe102f5cddcbbb38749ac7ac
refs/remotes/origin/claude/fervent-babbage-3be3tq,origin/claude/fervent-babbage-3be3tq,remote,261fe070762b9af973bd0072c12fdb2000cb1832,2026-06-16T15:18:21Z,docs: 변경 이력 업데이트 2026-06-17 00:18 [changelog],False,False,22,2,2,0,6,5,6,conflict,merge_conflict,351,CLOSED,CHANGELOG.md | README.md | docs/CBS_COMPLETENESS_OPTIMALITY.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | tests/test_cbs_optimality.py,CHANGELOG.md | README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | tests/test_cbs_optimality.py,CHANGELOG.md | README.md | docs/CBS_COMPLETENESS_OPTIMALITY.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/cbs_optimality.py | tests/test_cbs_optimality.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/cbs_optimality.py | CONFLICT (add/add): Merge conflict in simulation/cbs_optimality.py | Auto-merging tests/test_cbs_optimality.py | CONFLICT (add/add): Merge conflict in tests/test_cbs_optimality.py,1c2627286466c6dca84b0a4144a252dfbd19409bb159f9fb9eed5f2b2dd66a93
refs/remotes/origin/claude/fervent-babbage-3mmyJ,origin/claude/fervent-babbage-3mmyJ,remote,b9329161107a339b2f170da8d0a4e17b83a53f9f,2026-06-06T16:14:43Z,docs: 변경 이력 업데이트 2026-06-07 01:14 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,151,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,4233e225dc970160ee064a38d8a152dd2cb1c69194cd6d92f4ba183ec267d61e
refs/remotes/origin/claude/fervent-babbage-3umdw0,origin/claude/fervent-babbage-3umdw0,remote,18c36097b1876f5bbb7c30dcf6b62d75efb5687c,2026-06-12T17:39:09Z,docs: 변경 이력 업데이트 2026-06-13 02:39 [changelog],False,False,159,2,2,0,6,6,6,conflict,merge_conflict,280,OPEN,CHANGELOG.md | README.md | docs/SIMULATOR_TRANSCENDENCE_PLAN.md | docs/badges/maturity.svg | scripts/extract_sdacs_api.py | tests/test_maturity_badge.py,CHANGELOG.md | README.md | docs/SIMULATOR_TRANSCENDENCE_PLAN.md | docs/badges/maturity.svg | scripts/extract_sdacs_api.py | tests/test_maturity_badge.py,CHANGELOG.md | README.md | docs/SIMULATOR_TRANSCENDENCE_PLAN.md | docs/badges/maturity.svg | scripts/extract_sdacs_api.py | tests/test_maturity_badge.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_TRANSCENDENCE_PLAN.md | Auto-merging docs/badges/maturity.svg | CONFLICT (content): Merge conflict in docs/badges/maturity.svg | Auto-merging scripts/extract_sdacs_api.py | CONFLICT (content): Merge conflict in scripts/extract_sdacs_api.py | Auto-merging tests/test_maturity_badge.py | CONFLICT (add/add): Merge conflict in tests/test_maturity_badge.py,ac27b059aff4e88a13218c309f81f36c01714bc5ba3557e2b02bc345d23706be
refs/remotes/origin/claude/fervent-babbage-44e5gb,origin/claude/fervent-babbage-44e5gb,remote,ce9d3c5ec12339108abab49bf4a89950c8fe07d1,2026-06-14T20:10:59Z,docs: 변경 이력 업데이트 2026-06-15 05:10 [changelog],False,True,124,0,0,0,0,0,0,not_needed,merged,313,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-4EL4o,origin/claude/fervent-babbage-4EL4o,remote,21ca2f6708fa3c322f22d26254cdadd79a128c4b,2026-06-06T18:07:49Z,docs: 변경 이력 업데이트 2026-06-07 03:07 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,153,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,a2949c787c442b967212d09dcb3cf8a37c2fb1a83c4da5c11f545840ae0ba4bb
refs/remotes/origin/claude/fervent-babbage-4MV3u,origin/claude/fervent-babbage-4MV3u,remote,ff7f10195feb0e69025fcc57ce24a85ca305408d,2026-06-06T13:09:07Z,docs: 변경 이력 업데이트 2026-06-06 22:09 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,148,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,4da8a9cdba8cfa04714c348175d3233d7fe399be9a00ea7cfb3787af69aec31f
