ref,short_name,scope,oid,commit_date,subject,is_main,merged_into_main,main_behind_count,branch_ahead_count,cherry_novel_commits,cherry_equivalent_commits,changed_file_count,residual_file_count,overlap_with_main_count,merge_status,classification,pr_numbers,pr_states,changed_files,residual_files,overlap_with_main_files,conflict_summary,residual_fingerprint
refs/remotes/origin/claude/fervent-babbage-4RHcI,origin/claude/fervent-babbage-4RHcI,remote,d53044c8c4fa21fdcb09d459093cb42ae83c8928,2026-06-06T20:11:06Z,docs: 변경 이력 업데이트 2026-06-07 05:11 [changelog],False,False,259,2,2,0,3,3,3,conflict,merge_conflict,155,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,994f45aacca16031ab10a5dd39a7ebfd6a2d05b5c57aed19f5d1eb1775169438
refs/remotes/origin/claude/fervent-babbage-4d6zib,origin/claude/fervent-babbage-4d6zib,remote,82079b7eb619a29bee10925ab495825cf54ace3f,2026-06-09T04:17:30Z,docs: 변경 이력 업데이트 2026-06-09 13:17 [changelog],False,False,254,2,2,0,6,6,4,conflict,merge_conflict,198,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | src/raft/cluster.py | src/raft/transport.py | tests/track_e/test_raft_consensus.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | src/raft/cluster.py | src/raft/transport.py | tests/track_e/test_raft_consensus.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py | src/raft/cluster.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py | Auto-merging src/raft/cluster.py | CONFLICT (add/add): Merge conflict in src/raft/cluster.py,f561069977523091115252e193b9ab308777c39c270c35c47b823f75352c74f9
refs/remotes/origin/claude/fervent-babbage-4g18ry,origin/claude/fervent-babbage-4g18ry,remote,f7f296d484f3486a6fd6d655ac82967afc12eed4,2026-06-09T23:19:16Z,docs: 변경 이력 업데이트 2026-06-10 08:19 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,219,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,22b21d098ded55fd52dcae7ca7791a6c371e59f7a8335fd772b8acda5ac94c47
refs/remotes/origin/claude/fervent-babbage-4jpld1,origin/claude/fervent-babbage-4jpld1,remote,fbd7f90ba257bbaa01ee40174fcdac638e423915,2026-06-14T18:17:49Z,docs: 변경 이력 업데이트 2026-06-15 03:17 [changelog],False,True,131,0,0,0,0,0,0,not_needed,merged,312,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-4o8fny,origin/claude/fervent-babbage-4o8fny,remote,5f46d48afe756bfbe5476968a71f9450798eb1fc,2026-06-12T01:14:28Z,docs: 변경 이력 업데이트 2026-06-12 10:14 [changelog],False,False,190,2,2,0,3,3,3,conflict,merge_conflict,256,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,34747201a321c8f96b111df77d652005ec183de6b155c227b02df2ff23bad90f
refs/remotes/origin/claude/fervent-babbage-4pnv6q,origin/claude/fervent-babbage-4pnv6q,remote,965d4ec6a0f0c108e28d0ca6d3f341a8983d7996,2026-06-09T07:11:47Z,docs: 변경 이력 업데이트 2026-06-09 16:11 [changelog],False,True,246,0,0,0,0,0,0,not_needed,merged,204,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-4s1lj0,origin/claude/fervent-babbage-4s1lj0,remote,1915f221a7ff7e04aabddbbf5e11932b8dcea2ca,2026-06-12T06:12:56Z,docs: 변경 이력 업데이트 2026-06-12 15:12 [changelog],False,False,184,1,1,0,1,1,1,conflict,merge_conflict,,,README.md,README.md,README.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md,fe12447371f88f4f172f1c510e0fb61a4dc8c2af4b5895849a984ffc57c3910f
refs/remotes/origin/claude/fervent-babbage-5249vq,origin/claude/fervent-babbage-5249vq,remote,26c35d88a8760cf04f5ebc698acfa1303356bcad,2026-06-09T06:14:52Z,docs: 변경 이력 업데이트 2026-06-09 15:14 [changelog],False,True,249,0,0,0,0,0,0,not_needed,merged,200,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-52izc1,origin/claude/fervent-babbage-52izc1,remote,be7496d07d3dde6dd41d1afc323f224659c59c7f,2026-06-11T01:18:09Z,docs: 변경 이력 업데이트 2026-06-11 10:18 [changelog],False,True,218,0,0,0,0,0,0,not_needed,merged,241,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-56dr7g,origin/claude/fervent-babbage-56dr7g,remote,5f4433ece99d38cdee66bc956bccfd3edd3447cd,2026-06-13T22:15:37Z,docs: 변경 이력 업데이트 2026-06-14 07:15 [changelog],False,True,143,0,0,0,0,0,0,not_needed,merged,299,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-587mta,origin/claude/fervent-babbage-587mta,remote,3e360bd67c9609f5c550c16ac83baf0d67739ae0,2026-06-14T15:10:58Z,docs: 변경 이력 업데이트 2026-06-15 00:10 [changelog],False,True,140,0,0,0,0,0,0,not_needed,merged,310,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-5QFYy,origin/claude/fervent-babbage-5QFYy,remote,2825eb1bd7538e9aa35ce9e61571b48a84c257c6,2026-06-05T18:11:21Z,docs: 변경 이력 업데이트 2026-06-06 03:11 [changelog],False,False,269,5,5,0,23,23,11,conflict,merge_conflict,138,CLOSED,.gitignore | README.md | ROADMAP.md | STATUS_REPORT.md | frontend/.gitignore | frontend/README.md | frontend/index.html | frontend/package.json | frontend/src/App.tsx | frontend/src/api/client.test.ts | frontend/src/api/client.ts | frontend/src/api/types.ts | frontend/src/components/RunPanel.tsx | frontend/src/components/ScenarioList.tsx | frontend/src/components/TelemetryPanel.tsx | frontend/src/hooks/useTelemetry.ts | frontend/src/main.tsx | frontend/src/styles.css | frontend/src/vite-env.d.ts | frontend/tsconfig.json | frontend/vite.config.ts | main.py | tests/test_main_cli.py,.gitignore | README.md | ROADMAP.md | STATUS_REPORT.md | frontend/.gitignore | frontend/README.md | frontend/index.html | frontend/package.json | frontend/src/App.tsx | frontend/src/api/client.test.ts | frontend/src/api/client.ts | frontend/src/api/types.ts | frontend/src/components/RunPanel.tsx | frontend/src/components/ScenarioList.tsx | frontend/src/components/TelemetryPanel.tsx | frontend/src/hooks/useTelemetry.ts | frontend/src/main.tsx | frontend/src/styles.css | frontend/src/vite-env.d.ts | frontend/tsconfig.json | frontend/vite.config.ts | main.py | tests/test_main_cli.py,.gitignore | README.md | ROADMAP.md | STATUS_REPORT.md | frontend/.gitignore | frontend/README.md | frontend/index.html | frontend/package.json | frontend/src/styles.css | main.py | tests/test_main_cli.py,Auto-merging .gitignore | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging STATUS_REPORT.md | Auto-merging frontend/.gitignore | CONFLICT (add/add): Merge conflict in frontend/.gitignore | Auto-merging frontend/README.md | CONFLICT (add/add): Merge conflict in frontend/README.md | Auto-merging frontend/index.html | CONFLICT (add/add): Merge conflict in frontend/index.html,2266b541346e2a720d25460186a4cd5f8f52efd54c5a30b1f98789ded1d18833
refs/remotes/origin/claude/fervent-babbage-5bfj6t,origin/claude/fervent-babbage-5bfj6t,remote,a2730898583ab13db64d402b0ff196e4081c33ad,2026-06-17T14:22:09Z,docs: 변경 이력 업데이트 2026-06-17 23:22 [changelog],False,True,12,0,0,0,0,0,0,not_needed,merged,364,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-5bmqeu,origin/claude/fervent-babbage-5bmqeu,remote,2bfb5a4ff4a99fe48e8f0236b21b7062476c9471,2026-06-17T11:11:53Z,docs: 변경 이력 업데이트 2026-06-17 20:11 [changelog],False,False,19,2,2,0,4,4,4,conflict,merge_conflict,362,CLOSED,README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,README.md | docs/SIMULATOR_ODYSSEY_PLAN.md | simulation/policy_impact.py | tests/test_policy_impact.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging simulation/policy_impact.py | CONFLICT (add/add): Merge conflict in simulation/policy_impact.py | Auto-merging tests/test_policy_impact.py | CONFLICT (add/add): Merge conflict in tests/test_policy_impact.py,64b31afc2aba7494d96685681c4c16bdc214b9809842fb317a57d013acc63fbf
refs/remotes/origin/claude/fervent-babbage-5gynog,origin/claude/fervent-babbage-5gynog,remote,676993d61d6d07f61234f7ecceedc1af3d7d59d4,2026-06-09T14:16:24Z,docs: 변경 이력 업데이트 2026-06-09 23:16 [changelog],False,False,228,2,2,0,3,3,3,conflict,merge_conflict,210,CLOSED,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,README.md | ROADMAP.md | src/raft/airspace_controller_ha.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging src/raft/airspace_controller_ha.py | CONFLICT (content): Merge conflict in src/raft/airspace_controller_ha.py,7ea97929437f729845cbeecaa43c003187091f20b9d57bbf9f70e427a036ece9
refs/remotes/origin/claude/fervent-babbage-5yrzhc,origin/claude/fervent-babbage-5yrzhc,remote,8ca6d051574d32d807f277a1673bc60da0d7ca21,2026-06-14T23:07:37Z,docs: 변경 이력 업데이트 2026-06-15 08:07 [changelog],False,True,124,0,0,0,0,0,0,not_needed,merged,316,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-5z8UZ,origin/claude/fervent-babbage-5z8UZ,remote,1fe991599218b9e9e5d5044b844cd9111841511d,2026-06-04T06:32:36Z,docs: 변경 이력 업데이트 2026-06-04 15:32 [changelog],False,False,432,4,4,0,10,8,10,conflict,merge_conflict,102,CLOSED,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | results/comparison/COMPARISON_REPORT.md | results/comparison/comparison_report.json | scripts/load_test.py | scripts/security_audit.sh | tests/test_auth.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | results/comparison/COMPARISON_REPORT.md | results/comparison/comparison_report.json | scripts/load_test.py,README.md | ROADMAP.md | api/auth.py | api/fastapi_server.py | benchmarks/baselines/sdacs/adapter.py | results/comparison/COMPARISON_REPORT.md | results/comparison/comparison_report.json | scripts/load_test.py | scripts/security_audit.sh | tests/test_auth.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md | Auto-merging api/auth.py | Auto-merging api/fastapi_server.py | Auto-merging benchmarks/baselines/sdacs/adapter.py | CONFLICT (content): Merge conflict in benchmarks/baselines/sdacs/adapter.py | Auto-merging results/comparison/COMPARISON_REPORT.md | CONFLICT (content): Merge conflict in results/comparison/COMPARISON_REPORT.md | Auto-merging results/comparison/comparison_report.json | CONFLICT (content): Merge conflict in results/comparison/comparison_report.json,c28aad141a2b98891d891d92f65554a3dfac6d79d7630b8168ef61b56b6a5942
refs/remotes/origin/claude/fervent-babbage-65wv7h,origin/claude/fervent-babbage-65wv7h,remote,d26e32f8332d940b1e49bf0dd9f498ed3da7e9f3,2026-06-13T20:15:25Z,docs: 변경 이력 업데이트 2026-06-14 05:15 [changelog],False,False,145,6,6,0,11,8,9,conflict,merge_conflict,295,CLOSED,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md | docs/SIMULATOR_ODYSSEY_PLAN.md | docs/certification/DO178C_GAP_ANALYSIS.md | simulation/incident_report.py | simulation/power_analysis.py | simulation/uncertainty.py | tests/test_incident_report.py | tests/test_power_analysis.py | tests/test_uncertainty.py,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md | docs/SIMULATOR_ODYSSEY_PLAN.md | docs/certification/DO178C_GAP_ANALYSIS.md | simulation/incident_report.py | simulation/uncertainty.py | tests/test_incident_report.py,CHANGELOG.md | README.md | docs/SIMULATOR_GENESIS_PLAN.md | docs/SIMULATOR_ODYSSEY_PLAN.md | docs/certification/DO178C_GAP_ANALYSIS.md | simulation/power_analysis.py | simulation/uncertainty.py | tests/test_power_analysis.py | tests/test_uncertainty.py,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging docs/SIMULATOR_GENESIS_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_GENESIS_PLAN.md | Auto-merging docs/SIMULATOR_ODYSSEY_PLAN.md | CONFLICT (content): Merge conflict in docs/SIMULATOR_ODYSSEY_PLAN.md | Auto-merging docs/certification/DO178C_GAP_ANALYSIS.md | CONFLICT (add/add): Merge conflict in docs/certification/DO178C_GAP_ANALYSIS.md | Auto-merging simulation/uncertainty.py | CONFLICT (add/add): Merge conflict in simulation/uncertainty.py,511df0846a724aea93af57c96f2c9eb45644e01f073e990aac5af5ad8933b4f7
refs/remotes/origin/claude/fervent-babbage-6Zbf2,origin/claude/fervent-babbage-6Zbf2,remote,3c9ea27a8884c44d76c425c11b4191f1bae0de0b,2026-06-07T11:09:18Z,docs: 변경 이력 업데이트 2026-06-07 20:09 [changelog],False,False,257,2,2,0,3,3,3,conflict,merge_conflict,170,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,c55718b180e6e16ec90b0676ee946914d1ffa1df672c859eb5c88f8fe4138cbe
refs/remotes/origin/claude/fervent-babbage-6avae3,origin/claude/fervent-babbage-6avae3,remote,97d2c8b1af6a87eb2f2961676216b6d050e07377,2026-06-16T05:20:52Z,docs: 변경 이력 업데이트 2026-06-16 14:20 [changelog],False,True,32,0,0,0,0,0,0,not_needed,merged,342,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-6ctqag,origin/claude/fervent-babbage-6ctqag,remote,56f40cc3ea3784fecb7fb55e21656a4a1064b5ec,2026-06-15T00:12:41Z,docs: 변경 이력 업데이트 2026-06-15 09:12 [changelog],False,True,110,0,0,0,0,0,0,not_needed,merged,317,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-6na8lk,origin/claude/fervent-babbage-6na8lk,remote,33ef3cef85a6a03a499a73e5fa9d183d322dd71c,2026-06-10T11:14:00Z,docs: 변경 이력 업데이트 2026-06-10 20:14 [changelog],False,False,228,2,2,0,2,2,2,conflict,merge_conflict,231,CLOSED,README.md | ROADMAP.md,README.md | ROADMAP.md,README.md | ROADMAP.md,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,26554eb21f55eb4687e076cea7ebc423dd9dcc5d4c3f03cadc99748e8a59f6fb
refs/remotes/origin/claude/fervent-babbage-6si6kp,origin/claude/fervent-babbage-6si6kp,remote,8af3e7ffa136b53d477aa67e37555af12fd2bf0d,2026-06-12T13:16:43Z,docs: 변경 이력 업데이트 2026-06-12 22:16 [changelog],False,False,178,2,2,0,3,3,3,conflict,merge_conflict,263,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,ae932d95d39e56be0c49f8bde3bf9143b59f11e11dee563ff2de01352bf58b6e
refs/remotes/origin/claude/fervent-babbage-6tokb7,origin/claude/fervent-babbage-6tokb7,remote,6ad1a54685802d845658657569b1a3830069eef9,2026-06-15T17:19:25Z,docs: 변경 이력 업데이트 2026-06-16 02:19 [changelog],False,True,60,0,0,0,0,0,0,not_needed,merged,332,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-74j061,origin/claude/fervent-babbage-74j061,remote,9e75476f02badb4d48daee68d340c45c84080cbe,2026-06-16T03:14:27Z,docs: 변경 이력 업데이트 2026-06-16 12:14 [changelog],False,True,47,0,0,0,0,0,0,not_needed,merged,340,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-7pAil,origin/claude/fervent-babbage-7pAil,remote,a7d28b338ed808e95ac86db6755d9051153d1f0e,2026-06-07T08:10:29Z,docs: 변경 이력 업데이트 2026-06-07 17:10 [changelog],False,False,257,2,2,0,3,3,3,conflict,merge_conflict,167,CLOSED,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,README.md | main.py | tests/test_main_cli.py,Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging main.py | CONFLICT (content): Merge conflict in main.py | Auto-merging tests/test_main_cli.py | CONFLICT (content): Merge conflict in tests/test_main_cli.py,e18f2187a458d53a1a352d6972285d164691d79b56b2711067ecbc38e507f8cd
refs/remotes/origin/claude/fervent-babbage-815tu3,origin/claude/fervent-babbage-815tu3,remote,88ca9f956bd95372cf793c8567a983da4376bba8,2026-06-12T07:12:58Z,docs: 변경 이력 업데이트 2026-06-12 16:12 [changelog],False,False,184,2,2,0,3,3,3,conflict,merge_conflict,260,CLOSED,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,CHANGELOG.md | README.md | ROADMAP.md,Auto-merging CHANGELOG.md | CONFLICT (content): Merge conflict in CHANGELOG.md | Auto-merging README.md | CONFLICT (content): Merge conflict in README.md | Auto-merging ROADMAP.md | CONFLICT (content): Merge conflict in ROADMAP.md,d8bbb103633e6733e00e9e799680cb750a9a6f93efb1064b4d0968dea32192a1
refs/remotes/origin/claude/fervent-babbage-81gmc0,origin/claude/fervent-babbage-81gmc0,remote,4794ee05bf887793601d681e086780f34490c9c2,2026-06-16T06:16:51Z,docs: 변경 이력 업데이트 2026-06-16 15:16 [changelog],False,True,29,0,0,0,0,0,0,not_needed,merged,343,MERGED,,,,,
refs/remotes/origin/claude/fervent-babbage-83j8ju,origin/claude/fervent-babbage-83j8ju,remote,237f9485e52171feaa72b3e0bc7923a595a1569c,2026-06-16T09:12:44Z,docs: 변경 이력 업데이트 2026-06-16 18:20 [changelog],False,True,26,0,0,0,0,0,0,not_needed,merged,346,MERGED,,,,,
