AU,FT_drone_s,LAANC_latency_ms,MSD,MS_s,NMR,PE,RID_CR,RTF,TTC_mean_s,TTC_median_s,TTC_p5_s,TTC_p95_s,VCU_handoff_rate,VCU_mean_occupancy,geofence_violations,method,peak_memory_mb,scenario,seed,tick_p50_ms,tick_p95_ms,tick_p99_ms,wall_clock_seconds
1.0,20676.0,99.05945136649339,2.554900750734707,194.0,2.680067001675042e-06,0.9794833954631256,1.0,133.4569955344309,20.71022322865252,17.015368750675215,0.0,52.34242819147903,0.67,50.0,0.0,sdacs_hybrid,nan,08_stress_high_density,44,8.106930999929318,19.241454049983986,23.184921609718003,2.247915133999868
0.43555000000000005,43203.0,nan,1.7732834188065705,300.0,4.020100502512563e-06,0.4873176107812338,0.0,19.99114225138999,nan,nan,nan,nan,nan,nan,0.0,vo,nan,08_stress_high_density,42,112.92561900017972,122.65342799978498,125.37476754002455,15.006646255000305
0.10666666666666667,60000.0,nan,3.2012230692406463,300.0,2.0100502512562813e-06,0.7770948404503213,0.0,29.961237989908742,nan,nan,nan,nan,nan,nan,0.0,vo,nan,08_stress_high_density,43,335.14361900006406,415.2278844999273,445.6571097998676,10.012937385999976
0.11621666666666668,59707.0,nan,2.9612782966029685,300.0,1.507537688442211e-06,0.8038450004150337,0.0,29.683880334953486,nan,nan,nan,nan,nan,nan,0.0,vo,nan,08_stress_high_density,44,326.7550045000007,394.7724432501218,413.5402925701465,10.106495398000334
0.24641666666666664,2877.0,nan,0.5947504832890615,125.0,8.547008547008548e-06,1.0,0.0,29774.071369279096,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,09_stress_failure_cascade,42,0.0014199999895936344,0.0287709999611252,0.0472310002805898,0.010075880999920628
0.24966666666666668,2916.0,nan,10.482559639374502,135.0,0.0,1.0,0.0,29322.085120984364,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,09_stress_failure_cascade,43,0.0010399999155197293,0.02675099995030905,0.039260999983525835,0.010231195999949705
0.27458333333333335,3215.0,nan,9.11294071532309,128.0,0.0,1.0,0.0,24223.916191120177,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,09_stress_failure_cascade,44,0.001690000317466911,0.031201000183500582,0.0459120001323754,0.012384455000301386
0.24733333333333335,2928.0,nan,2.149517068136799,126.0,4.273504273504274e-06,1.0,0.0,26053.605641186303,nan,nan,nan,nan,nan,nan,0.0,orca,nan,09_stress_failure_cascade,42,0.0010600001587590668,0.03726549996372342,0.08082457988165528,0.011514720999912242
0.2505,2966.0,nan,7.460142136314373,137.0,0.0,1.0,0.0,25926.052676172185,nan,nan,nan,nan,nan,nan,0.0,orca,nan,09_stress_failure_cascade,43,0.0011100000847363845,0.03774250014885183,0.09502734030318663,0.01157137199970748
0.2753333333333334,3264.0,nan,8.874007040055487,129.0,0.0,1.0,0.0,25184.744794654296,nan,nan,nan,nan,nan,nan,0.0,orca,nan,09_stress_failure_cascade,44,0.0010700000530050602,0.040634000060890685,0.09850204986376454,0.011911972999769205
1.0,3373.0,98.5529276231752,4.638540170922974,145.0,4.273504273504274e-06,0.9863311762984397,1.0,2476.522054979862,26.616786973254996,19.933087933911033,0.9588503525267158,66.89787894791355,0.13333333333333333,10.0,0.0,sdacs_hybrid,nan,09_stress_failure_cascade,42,0.12740299985125603,2.1952589999955343,6.203043459936451,0.1211376249998466
1.0,3413.0,100.75982688665371,5.1457857257225585,145.0,0.0,0.9877081035833812,1.0,3777.2739957441718,27.924226511718288,21.339141413317137,0.037074287526683056,65.152815313845,0.13333333333333333,10.0,0.0,sdacs_hybrid,nan,09_stress_failure_cascade,43,0.1317190001373092,1.0842050999144717,3.18418590033616,0.07942235600012282
1.0,3703.0,100.7938163318312,7.482984136918517,144.0,0.0,0.9885691427203092,1.0,3327.060530373317,31.91802393562806,26.28111501173681,0.0,84.87815629036601,0.13333333333333333,10.0,0.0,sdacs_hybrid,nan,09_stress_failure_cascade,44,0.1275384997825313,1.2318709998680788,3.8675325799249523,0.0901696850000917
0.35975,4281.0,nan,9.247173899455632,300.0,0.0,0.860235045003134,0.0,190.13930334862636,nan,nan,nan,nan,nan,nan,0.0,vo,nan,09_stress_failure_cascade,42,1.9164835000538005,16.34211935011081,17.854226220219967,1.5777905710001505
0.3223333333333333,3829.0,nan,6.6779995104391245,300.0,0.0,0.8891700393308515,0.0,221.82821111794925,nan,nan,nan,nan,nan,nan,0.0,vo,nan,09_stress_failure_cascade,43,0.464453499944284,15.43468674999531,24.064845769767075,1.352397869000015
0.33991666666666664,4040.0,nan,10.927651411617095,300.0,0.0,0.909792913662352,0.0,195.44446802385852,nan,nan,nan,nan,nan,nan,0.0,vo,nan,09_stress_failure_cascade,44,0.3519199999573175,16.026006249990132,20.209330960255993,1.5349628620001567
0.23711111111111108,2074.0,nan,3.639619330084514,125.0,7.662835249042145e-06,1.0,0.0,27840.054433028006,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,10_stress_adversarial_swarm,42,0.000809999619377777,0.02291999999215477,0.03669100033221184,0.010775840999940556
0.24966666666666668,2187.0,nan,12.016789470183635,135.0,0.0,1.0,0.0,22813.46788550374,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,10_stress_adversarial_swarm,43,0.0008200004231184721,0.02066999968519667,0.03292099972895812,0.01315012699978979
0.28222222222222226,2480.0,nan,11.022106511293652,128.0,0.0,1.0,0.0,21093.10517768183,nan,nan,nan,nan,nan,nan,0.0,cbs,nan,10_stress_adversarial_swarm,44,0.0011010001799149904,0.021299999843904516,0.030740999591216678,0.01422265699966374
0.23799999999999996,2112.0,nan,5.069569756800904,126.0,0.0,1.0,0.0,34638.748451529835,nan,nan,nan,nan,nan,nan,0.0,orca,nan,10_stress_adversarial_swarm,42,0.0009199998203257564,0.02878799996324233,0.051017200185015064,0.00866082099992127
0.2504444444444444,2224.0,nan,13.04244597496162,137.0,0.0,1.0,0.0,44464.87852591068,nan,nan,nan,nan,nan,nan,0.0,orca,nan,10_stress_adversarial_swarm,43,0.0008900001375877764,0.027546999808691908,0.04175041020062048,0.0067468980000739975
0.28311111111111115,2518.0,nan,9.944444901194721,129.0,0.0,1.0,0.0,42680.28793943919,nan,nan,nan,nan,nan,nan,0.0,orca,nan,10_stress_adversarial_swarm,44,0.0008299998626171146,0.029293950115061314,0.044962410302104995,0.0070290059998114884
1.0,2362.0,100.41417295789476,6.732274092374847,139.0,0.0,0.9873915764248998,1.0,4034.0718243956135,26.396166298526133,21.780208612088543,1.3395447398129527,59.939511036476574,0.1,7.5,0.0,sdacs_hybrid,nan,10_stress_adversarial_swarm,42,0.09716250019664585,0.9815347998710446,4.143365400059338,0.07436654900038775
1.0,2487.0,104.21938281019433,6.384942276524423,145.0,0.0,0.9869618263292125,1.0,5594.852556581755,25.70597580020923,19.969304483625,0.002381098168915155,57.58048024226909,0.1,7.5,0.0,sdacs_hybrid,nan,10_stress_adversarial_swarm,43,0.09976299998015747,0.6118235500252928,2.1406718101343323,0.05362071600029594
1.0,2784.0,100.48482851299559,9.97255034282511,144.0,0.0,0.9863730842020377,1.0,5349.460267998807,37.61797491914059,34.108190798079335,0.8937714160126146,88.31859910767109,0.1,7.5,0.0,sdacs_hybrid,nan,10_stress_adversarial_swarm,44,0.09647699994275172,0.5841669499432102,2.2709668101424536,0.05608042399990154
0.2928888888888889,2606.0,nan,15.911922029987565,173.0,0.0,0.9063401011523553,0.0,408.76866727464426,nan,nan,nan,nan,nan,nan,0.0,vo,nan,10_stress_adversarial_swarm,42,0.09181799987345585,10.413792049780568,12.114110190295808,0.7339114369997333
0.3145555555555556,2802.0,nan,9.704092233466268,300.0,0.0,0.9001181644336385,0.0,388.6935977085169,nan,nan,nan,nan,nan,nan,0.0,vo,nan,10_stress_adversarial_swarm,43,0.11985299988737097,9.843286049977,10.76549007016637,0.7718161600000712
0.3607777777777778,3218.0,nan,8.094975743698901,300.0,0.0,0.8994881809771887,0.0,337.9589561623039,nan,nan,nan,nan,nan,nan,0.0,vo,nan,10_stress_adversarial_swarm,44,0.2761279999958788,10.734232850177253,13.221325200238416,0.887681756999882
